variable,source,line,time,iter,latency,data_source,cpu,node,index,map3D,xidx,yidx,zidx
m_matElemlist,LULESH_OMP.cc,2908,529006,397,37,25,4,0,4096,1,0,0,4
m_matElemlist,LULESH_OMP.cc,2908,529012,397,37,129,5,1,6028,1,12,28,5
m_x,LULESH_OMP.cc,961,529035,397,34,0,0,0,214,0,0,0,0
m_x,LULESH_OMP.cc,961,529041,397,47,0,26,0,29767,0,0,0,0
m_x,LULESH_OMP.cc,961,529047,397,142,103,26,0,29894,0,0,0,0
m_x,LULESH_OMP.cc,961,529047,397,39,1,9,1,10286,0,0,0,0
m_nodeElemCornerList,LULESH_OMP.cc,1000,529084,397,23,103,19,1,162404,1,12,26,19
m_x,LULESH_OMP.cc,1032,529133,397,88,131,27,1,30216,0,0,0,0
m_xd,LULESH_OMP.cc,2056,529324,397,53,0,15,1,16448,0,0,0,0
m_x,LULESH_OMP.cc,2035,529325,397,44,0,22,0,24102,0,0,0,0
m_xd,LULESH_OMP.cc,2056,529346,397,42,4,1,1,2614,0,0,0,0
m_x,LULESH_OMP.cc,2035,529376,397,30,131,18,0,20472,0,0,0,0
m_x,LULESH_OMP.cc,2035,529382,397,75,131,10,0,11778,0,0,0,0
m_x,LULESH_OMP.cc,2035,529388,397,59,1,19,1,22798,0,0,0,0
m_y,LULESH_OMP.cc,2149,529423,397,24,101,31,1,34751,0,0,0,0
m_vdov,LULESH_OMP.cc,2374,529431,397,30,25,20,0,20620,1,12,4,20
m_x,LULESH_OMP.cc,961,529627,398,54,103,27,1,31398,0,0,0,0
m_x,LULESH_OMP.cc,961,529631,398,39,100,17,1,20590,0,0,0,0
m_x,LULESH_OMP.cc,2035,529904,398,23,23,6,0,6834,0,0,0,0
m_x,LULESH_OMP.cc,2035,529922,398,245,100,18,0,21270,0,0,0,0
m_x,LULESH_OMP.cc,2035,529928,398,232,100,27,1,31182,0,0,0,0
m_xd,LULESH_OMP.cc,2056,529946,398,23,101,24,0,27006,0,0,0,0
m_dzz,LULESH_OMP.cc,2099,529967,398,446,0,17,1,18430,1,30,31,17
m_volo,LULESH_OMP.cc,2193,529973,398,22,101,22,0,22740,1,20,6,22
m_fx,LULESH_OMP.cc,1575,530350,399,47,0,27,1,31294,0,0,0,0
m_xd,LULESH_OMP.cc,2056,530447,399,43,104,3,1,3323,0,0,0,0
m_x,LULESH_OMP.cc,2035,530452,399,39,100,15,1,16430,0,0,0,0
m_xd,LULESH_OMP.cc,2056,530457,399,226,0,15,1,17606,0,0,0,0
m_x,LULESH_OMP.cc,2035,530457,399,23,129,6,0,6691,0,0,0,0
m_x,LULESH_OMP.cc,2035,530458,399,23,23,16,0,17580,0,0,0,0
m_x,LULESH_OMP.cc,2035,530502,399,30,25,22,0,24739,0,0,0,0
m_z,LULESH_OMP.cc,963,530723,400,49,0,20,0,23150,0,0,0,0
m_x,LULESH_OMP.cc,961,530735,400,32,100,31,1,35358,0,0,0,0
m_x,LULESH_OMP.cc,961,530739,400,57,1,29,1,32214,0,0,0,0
m_x,LULESH_OMP.cc,961,530741,400,53,4,4,0,6062,0,0,0,0
m_x,LULESH_OMP.cc,961,530760,400,53,4,11,1,14006,0,0,0,0
m_x,LULESH_OMP.cc,2035,531053,400,23,129,0,0,604,0,0,0,0
m_x,LULESH_OMP.cc,2035,531055,400,23,23,12,0,13751,0,0,0,0
m_x,LULESH_OMP.cc,2035,531056,400,23,129,6,0,8384,0,0,0,0
m_xd,LULESH_OMP.cc,2056,531057,400,30,23,11,1,12656,0,0,0,0
m_x,LULESH_OMP.cc,2035,531076,400,44,100,1,1,3254,0,0,0,0
m_elemMass,LULESH_OMP.cc,2387,531118,400,24,3,31,1,31763,1,19,0,31
m_vdov,LULESH_OMP.cc,2374,531123,400,30,131,28,0,28826,1,26,4,28
m_vdov,LULESH_OMP.cc,2374,531129,400,30,23,28,0,29024,1,0,11,28
m_delv_zeta,LULESH_OMP.cc,2347,531147,400,24,103,31,1,31735,1,23,31,30
m_matElemlist,LULESH_OMP.cc,2280,531148,400,191,100,10,0,11116,1,12,27,10
m_p,LULESH_OMP.cc,2693,531174,400,434,23,3,1,3072,1,0,0,3
m_x,LULESH_OMP.cc,961,531289,401,48,1,7,1,8038,0,0,0,0
m_z,LULESH_OMP.cc,963,531293,401,22,103,22,0,25601,0,0,0,0
m_x,LULESH_OMP.cc,961,531301,401,44,23,16,0,18093,0,0,0,0
m_x,LULESH_OMP.cc,961,531308,401,50,104,1,1,2950,0,0,0,0
m_x,LULESH_OMP.cc,961,531312,401,48,103,15,1,17190,0,0,0,0
m_nodeElemCount,LULESH_OMP.cc,1564,531459,401,38,0,1,1,1132,0,0,0,0
m_x,LULESH_OMP.cc,2035,531579,401,23,23,14,0,15479,0,0,0,0
m_zd,LULESH_OMP.cc,2058,531608,401,49,100,26,0,28990,0,0,0,0
m_xd,LULESH_OMP.cc,2056,531636,401,39,4,23,1,27222,0,0,0,0
m_delv_eta,LULESH_OMP.cc,2324,531677,401,331,0,27,1,27680,1,0,1,27
m_elemBC,LULESH_OMP.cc,2281,531697,401,201,103,4,0,4748,1,12,20,4
m_vdov,LULESH_OMP.cc,2374,531706,402,21,3,7,1,8094,1,30,28,7
m_x,LULESH_OMP.cc,961,531853,402,53,4,5,1,7046,0,0,0,0
m_v,LULESH_OMP.cc,1621,531931,402,22,3,13,1,13921,1,1,19,13
m_x,LULESH_OMP.cc,2035,532128,402,23,129,6,0,7772,0,0,0,0
m_x,LULESH_OMP.cc,2035,532135,402,212,100,1,1,2414,0,0,0,0
m_xd,LULESH_OMP.cc,2056,532168,402,24,102,17,1,20314,0,0,0,0
m_z,LULESH_OMP.cc,2037,532169,402,24,101,7,1,8349,0,0,0,0
m_zd,LULESH_OMP.cc,2058,532169,402,51,4,12,0,14894,0,0,0,0
m_xd,LULESH_OMP.cc,2056,532170,402,209,0,15,1,17038,0,0,0,0
m_xd,LULESH_OMP.cc,2056,532195,402,267,3,22,0,26102,0,0,0,0
m_zd,LULESH_OMP.cc,2190,532204,402,42,4,25,1,28398,0,0,0,0
m_delv_eta,LULESH_OMP.cc,2318,532242,402,23,23,16,0,16768,1,0,12,16
m_x,LULESH_OMP.cc,961,532402,403,37,100,20,0,22270,0,0,0,0
m_x,LULESH_OMP.cc,961,532409,403,49,101,29,1,32190,0,0,0,0
m_x,LULESH_OMP.cc,961,532419,403,44,104,22,0,25862,0,0,0,0
m_x,LULESH_OMP.cc,961,532428,403,44,100,22,0,26094,0,0,0,0
m_nodeElemCornerList,LULESH_OMP.cc,1570,532580,403,26,1,4,0,36548,1,24,14,4
m_xd,LULESH_OMP.cc,2056,532684,403,26,101,19,1,21862,0,0,0,0
m_x,LULESH_OMP.cc,2035,532689,403,22,103,18,0,19748,0,0,0,0
m_x,LULESH_OMP.cc,2035,532708,403,42,100,13,1,14558,0,0,0,0
m_x,LULESH_OMP.cc,2035,532711,403,23,23,8,0,9169,0,0,0,0
m_xd,LULESH_OMP.cc,2056,532720,403,39,103,23,1,25686,0,0,0,0
m_z,LULESH_OMP.cc,2037,532724,403,23,103,12,0,13662,0,0,0,0
m_delv_eta,LULESH_OMP.cc,2380,532819,403,22,102,2,0,2980,1,4,29,2
m_x,LULESH_OMP.cc,961,532956,404,40,100,4,0,4654,0,0,0,0
m_y,LULESH_OMP.cc,962,532962,404,26,3,30,0,34182,0,0,0,0
m_x,LULESH_OMP.cc,961,532980,404,23,129,25,1,28027,0,0,0,0
m_x,LULESH_OMP.cc,1032,533054,404,58,131,8,0,9592,0,0,0,0
m_x,LULESH_OMP.cc,2035,533243,404,43,100,31,1,33839,0,0,0,0
m_xd,LULESH_OMP.cc,2056,533263,404,22,2,7,1,9048,0,0,0,0
m_xd,LULESH_OMP.cc,2056,533284,404,34,0,14,0,16974,0,0,0,0
m_xd,LULESH_OMP.cc,2171,533326,404,21,2,4,0,5486,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2347,533353,404,235,1,2,0,1024,1,0,0,1
m_delv_eta,LULESH_OMP.cc,2324,533367,404,32,100,26,0,27070,1,30,13,26
m_x,LULESH_OMP.cc,1038,533587,405,45,100,31,1,34882,0,0,0,0
m_fx,LULESH_OMP.cc,1702,533721,405,21,102,18,0,20404,0,0,0,0
m_x,LULESH_OMP.cc,2035,533866,405,23,129,2,0,4285,0,0,0,0
m_volo,LULESH_OMP.cc,2193,533890,405,21,3,30,0,30934,1,22,6,30
m_volo,LULESH_OMP.cc,2193,533896,405,21,103,11,1,11709,1,29,13,11
m_delv_eta,LULESH_OMP.cc,2324,533931,405,47,104,2,0,2662,1,6,19,2
m_x,LULESH_OMP.cc,961,534075,406,35,0,21,1,24214,0,0,0,0
m_z,LULESH_OMP.cc,963,534104,406,46,0,27,1,30246,0,0,0,0
m_x,LULESH_OMP.cc,961,534108,406,44,4,1,1,3110,0,0,0,0
m_nodeElemCornerList,LULESH_OMP.cc,1000,534121,406,88,32,11,1,91132,1,31,3,11
m_yd,LULESH_OMP.cc,1470,534195,406,42,3,22,0,24230,0,0,0,0
m_y,LULESH_OMP.cc,1763,534359,406,34,3,23,1,26547,0,0,0,0
m_z,LULESH_OMP.cc,2037,534361,406,34,100,5,1,5486,0,0,0,0
m_x,LULESH_OMP.cc,2035,534372,406,248,0,21,1,24158,0,0,0,0
m_x,LULESH_OMP.cc,2035,534386,406,28,23,16,0,17829,0,0,0,0
m_x,LULESH_OMP.cc,2035,534401,406,23,129,6,0,7128,0,0,0,0
m_x,LULESH_OMP.cc,2035,534404,406,49,4,11,1,12622,0,0,0,0
m_p,LULESH_OMP.cc,2693,534531,406,340,0,27,1,28206,1,14,17,27
m_x,LULESH_OMP.cc,961,534632,407,40,0,15,1,17478,0,0,0,0
m_x,LULESH_OMP.cc,961,534637,407,41,100,14,0,15374,0,0,0,0
m_x,LULESH_OMP.cc,2035,534926,407,241,0,28,0,30622,0,0,0,0
m_xd,LULESH_OMP.cc,2056,534931,407,232,103,6,0,7774,0,0,0,0
m_x,LULESH_OMP.cc,2035,534934,407,23,129,12,0,13269,0,0,0,0
m_xd,LULESH_OMP.cc,2056,534936,407,219,103,1,1,2430,0,0,0,0
m_xd,LULESH_OMP.cc,2056,534943,407,41,100,15,1,16694,0,0,0,0
m_x,LULESH_OMP.cc,2035,534944,407,46,1,23,1,25407,0,0,0,0
m_xd,LULESH_OMP.cc,2056,534955,407,43,3,14,0,15775,0,0,0,0
m_x,LULESH_OMP.cc,2035,534976,407,53,100,24,0,26926,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,535007,407,29,103,30,0,30872,1,24,4,30
m_p,LULESH_OMP.cc,2693,535091,407,325,100,19,1,19494,1,6,1,19
m_qq,LULESH_OMP.cc,2733,535095,407,258,100,24,0,24576,1,0,0,24
m_x,LULESH_OMP.cc,961,535189,408,37,0,5,1,5510,0,0,0,0
m_x,LULESH_OMP.cc,961,535216,408,21,1,18,0,21349,0,0,0,0
m_x,LULESH_OMP.cc,2035,535483,408,49,103,13,1,14198,0,0,0,0
m_x,LULESH_OMP.cc,2035,535491,408,30,131,20,0,23019,0,0,0,0
m_xd,LULESH_OMP.cc,2056,535497,408,37,100,31,1,34006,0,0,0,0
m_y,LULESH_OMP.cc,2036,535501,408,32,3,23,1,25357,0,0,0,0
m_x,LULESH_OMP.cc,2035,535531,408,30,131,14,0,15955,0,0,0,0
m_elemMass,LULESH_OMP.cc,2387,535622,408,34,100,5,1,6014,1,30,27,5
m_x,LULESH_OMP.cc,961,535761,409,48,4,23,1,26374,0,0,0,0
m_nodelist,LULESH_OMP.cc,1454,535910,409,35,0,3,1,29996,1,5,21,3
m_x,LULESH_OMP.cc,2035,536064,409,280,3,30,0,34078,0,0,0,0
m_xd,LULESH_OMP.cc,2056,536070,409,22,1,7,1,8018,0,0,0,0
m_x,LULESH_OMP.cc,2035,536086,409,347,3,8,0,10390,0,0,0,0
m_x,LULESH_OMP.cc,2035,536107,409,21,2,9,1,11775,0,0,0,0
m_elemBC,LULESH_OMP.cc,2281,536159,409,378,0,23,1,23692,1,12,4,23
m_delx_zeta,LULESH_OMP.cc,2381,536167,409,21,102,7,1,7579,1,27,12,7
m_elemMass,LULESH_OMP.cc,2387,536187,409,22,103,28,0,29631,1,31,29,28
m_x,LULESH_OMP.cc,961,536328,410,58,25,14,0,15716,0,0,0,0
m_xd,LULESH_OMP.cc,1465,536475,410,230,1,27,1,31351,0,0,0,0
m_x,LULESH_OMP.cc,2035,536613,410,23,129,10,0,11030,0,0,0,0
m_xd,LULESH_OMP.cc,2056,536639,410,37,0,29,1,32078,0,0,0,0
m_xd,LULESH_OMP.cc,2056,536644,410,22,3,4,0,4959,0,0,0,0
m_xd,LULESH_OMP.cc,2056,536650,410,21,2,18,0,21336,0,0,0,0
m_x,LULESH_OMP.cc,2035,536652,410,24,102,1,1,2848,0,0,0,0
m_x,LULESH_OMP.cc,2035,536672,410,23,23,8,0,9636,0,0,0,0
m_delv_xi,LULESH_OMP.cc,2379,536729,410,21,103,17,1,17821,1,29,12,17
m_delv_xi,LULESH_OMP.cc,2379,536734,410,23,23,14,0,14855,1,7,16,14
m_x,LULESH_OMP.cc,961,536884,411,48,4,18,0,20990,0,0,0,0
m_x,LULESH_OMP.cc,2035,537173,411,30,131,4,0,4425,0,0,0,0
m_xd,LULESH_OMP.cc,2056,537176,411,54,103,9,1,9942,0,0,0,0
m_xd,LULESH_OMP.cc,2056,537191,411,38,0,5,1,6940,0,0,0,0
m_zd,LULESH_OMP.cc,2058,537225,411,27,1,6,0,8509,0,0,0,0
m_x,LULESH_OMP.cc,2035,537242,411,49,3,14,0,17422,0,0,0,0
m_elemBC,LULESH_OMP.cc,2281,537287,411,52,4,18,0,18668,1,12,7,18
m_delv_zeta,LULESH_OMP.cc,2347,537289,411,39,100,3,1,2398,1,30,10,2
m_vdov,LULESH_OMP.cc,2374,537302,411,39,0,26,0,27374,1,14,23,26
m_delv_xi,LULESH_OMP.cc,2294,537305,412,31,25,20,0,21316,1,4,26,20
m_matElemlist,LULESH_OMP.cc,2983,537423,412,22,101,11,1,12010,1,10,23,11
m_x,LULESH_OMP.cc,961,537471,412,48,4,20,0,22734,0,0,0,0
m_x,LULESH_OMP.cc,961,537473,412,44,3,11,1,12838,0,0,0,0
m_xd,LULESH_OMP.cc,2056,537726,412,251,101,10,0,11990,0,0,0,0
m_x,LULESH_OMP.cc,2035,537737,412,23,129,14,0,16484,0,0,0,0
m_xd,LULESH_OMP.cc,2056,537753,412,48,0,31,1,34206,0,0,0,0
m_xd,LULESH_OMP.cc,2056,537753,412,241,0,25,1,28718,0,0,0,0
m_z,LULESH_OMP.cc,2037,537756,412,251,100,8,0,9182,0,0,0,0
m_xd,LULESH_OMP.cc,2056,537768,412,46,104,3,1,4974,0,0,0,0
m_vnew,LULESH_OMP.cc,2109,537808,412,25,23,22,0,23178,1,10,20,22
m_elemBC,LULESH_OMP.cc,2281,537842,412,203,0,18,0,18540,1,12,3,18
m_matElemlist,LULESH_OMP.cc,2280,537851,412,22,1,2,0,2480,1,16,13,2
m_elemMass,LULESH_OMP.cc,2387,537853,413,23,101,13,1,13807,1,15,15,13
m_x,LULESH_OMP.cc,961,538004,413,52,103,31,1,34078,0,0,0,0
m_x,LULESH_OMP.cc,961,538035,413,52,103,28,0,32598,0,0,0,0
m_zd,LULESH_OMP.cc,2058,538287,413,39,104,6,0,6631,0,0,0,0
m_yd,LULESH_OMP.cc,2057,538306,413,234,101,14,0,16686,0,0,0,0
m_x,LULESH_OMP.cc,2035,538324,413,23,129,12,0,13647,0,0,0,0
m_x,LULESH_OMP.cc,2035,538335,413,30,131,12,0,13815,0,0,0,0
m_x,LULESH_OMP.cc,2035,538337,413,80,103,23,1,26927,0,0,0,0
m_xd,LULESH_OMP.cc,2056,538350,413,21,1,5,1,7559,0,0,0,0
m_zd,LULESH_OMP.cc,2186,538389,413,37,0,9,1,10718,0,0,0,0
m_elemBC,LULESH_OMP.cc,2281,538418,413,21,102,7,1,7989,1,21,25,7
m_elemBC,LULESH_OMP.cc,2281,538424,413,52,101,22,0,23532,1,12,31,22
m_x,LULESH_OMP.cc,961,538552,414,44,103,17,1,18702,0,0,0,0
m_x,LULESH_OMP.cc,961,538573,414,23,129,27,1,29942,0,0,0,0
m_nodelist,LULESH_OMP.cc,1454,538695,414,44,4,23,1,192380,1,15,15,23
m_x,LULESH_OMP.cc,2035,538846,414,30,25,18,0,19678,0,0,0,0
m_x,LULESH_OMP.cc,2035,538865,414,23,129,22,0,24299,0,0,0,0
m_x,LULESH_OMP.cc,2035,538897,414,35,131,12,0,13807,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2347,538983,414,105,0,4,0,3078,1,6,0,3
m_z,LULESH_OMP.cc,963,539145,415,22,3,22,0,25230,0,0,0,0
m_x,LULESH_OMP.cc,961,539149,415,52,100,24,0,27478,0,0,0,0
m_x,LULESH_OMP.cc,961,539159,415,48,0,17,1,20078,0,0,0,0
m_x,LULESH_OMP.cc,961,539175,415,39,104,7,1,8422,0,0,0,0
m_xd,LULESH_OMP.cc,2056,539431,415,240,101,8,0,9822,0,0,0,0
m_v,LULESH_OMP.cc,2044,539441,415,27,3,3,1,3221,1,21,4,3
m_xd,LULESH_OMP.cc,2056,539455,415,34,3,16,0,18878,0,0,0,0
m_x,LULESH_OMP.cc,2035,539459,415,23,129,6,0,6980,0,0,0,0
m_xd,LULESH_OMP.cc,2056,539484,415,21,2,9,1,11608,0,0,0,0
m_vdov,LULESH_OMP.cc,2374,539571,415,30,131,24,0,25504,1,0,29,24
m_z,LULESH_OMP.cc,963,539706,416,59,4,25,1,28582,0,0,0,0
m_x,LULESH_OMP.cc,961,539730,416,38,0,12,0,14942,0,0,0,0
m_z,LULESH_OMP.cc,963,539733,416,63,0,8,0,10654,0,0,0,0
m_ydd,LULESH_OMP.cc,1744,539980,416,26,102,19,1,21936,0,0,0,0
m_xd,LULESH_OMP.cc,2056,540006,416,49,3,1,1,2478,0,0,0,0
m_x,LULESH_OMP.cc,2035,540007,416,556,101,11,1,12262,0,0,0,0
m_x,LULESH_OMP.cc,2035,540011,416,287,100,26,0,28686,0,0,0,0
m_v,LULESH_OMP.cc,2044,540013,416,26,3,19,1,19804,1,28,10,19
m_z,LULESH_OMP.cc,2037,540020,416,292,3,28,0,30990,0,0,0,0
m_x,LULESH_OMP.cc,2035,540036,416,24,129,2,0,2887,0,0,0,0
m_x,LULESH_OMP.cc,2035,540049,416,23,23,16,0,18301,0,0,0,0
m_dzz,LULESH_OMP.cc,2099,540071,416,355,103,3,1,3072,1,0,0,3
m_vnew,LULESH_OMP.cc,2109,540071,416,30,131,8,0,8240,1,16,1,8
m_vdov,LULESH_OMP.cc,2374,540113,416,30,25,16,0,16766,1,30,11,16
m_delv_zeta,LULESH_OMP.cc,2344,540126,417,23,3,31,1,32673,1,1,29,31
m_vdov,LULESH_OMP.cc,2374,540130,417,39,4,1,1,1982,1,30,29,1
m_delv,LULESH_OMP.cc,2687,540159,417,24,103,24,0,24926,1,30,10,24
m_x,LULESH_OMP.cc,961,540272,417,46,104,13,1,15574,0,0,0,0
m_x,LULESH_OMP.cc,961,540273,417,48,101,27,1,29767,0,0,0,0
m_z,LULESH_OMP.cc,1052,540342,417,37,0,3,1,3301,0,0,0,0
m_fx,LULESH_OMP.cc,1702,540468,417,33,103,22,0,24882,0,0,0,0
m_xd,LULESH_OMP.cc,2056,540549,417,436,1,21,1,22894,0,0,0,0
m_xd,LULESH_OMP.cc,2056,540550,417,21,2,20,0,21850,0,0,0,0
m_z,LULESH_OMP.cc,2037,540556,417,47,100,21,1,22998,0,0,0,0
m_xd,LULESH_OMP.cc,2056,540558,417,52,3,15,1,16510,0,0,0,0
m_xd,LULESH_OMP.cc,2056,540560,417,32,101,25,1,27425,0,0,0,0
m_x,LULESH_OMP.cc,2035,540564,417,53,4,27,1,29663,0,0,0,0
m_volo,LULESH_OMP.cc,2042,540566,417,21,1,19,1,19708,1,28,7,19
m_xd,LULESH_OMP.cc,2056,540567,417,41,1,12,0,14455,0,0,0,0
m_xd,LULESH_OMP.cc,2056,540576,417,34,100,8,0,9126,0,0,0,0
m_x,LULESH_OMP.cc,2035,540586,417,37,103,11,1,12533,0,0,0,0
m_v,LULESH_OMP.cc,2044,540605,417,47,4,16,0,17190,1,6,25,16
m_xd,LULESH_OMP.cc,2056,540606,418,24,101,25,1,29133,0,0,0,0
m_v,LULESH_OMP.cc,2044,540611,418,26,3,1,1,1884,1,28,26,1
m_x,LULESH_OMP.cc,2141,540648,418,24,102,3,1,3947,0,0,0,0
m_vdov,LULESH_OMP.cc,2374,540667,418,30,25,20,0,20741,1,5,8,20
m_delx_xi,LULESH_OMP.cc,2379,540670,418,33,103,14,0,14645,1,21,9,14
m_vdov,LULESH_OMP.cc,2374,540683,418,30,129,1,1,1803,1,11,24,1
m_p,LULESH_OMP.cc,2693,540717,418,205,0,30,0,31246,1,14,16,30
m_matElemlist,LULESH_OMP.cc,2014,540752,418,101,22,4,0,9688,1,24,14,9
m_x,LULESH_OMP.cc,961,540850,418,52,3,5,1,7350,0,0,0,0
m_x,LULESH_OMP.cc,2035,541113,418,48,3,16,0,17550,0,0,0,0
m_xd,LULESH_OMP.cc,2056,541133,418,40,100,26,0,28694,0,0,0,0
m_zd,LULESH_OMP.cc,2058,541148,418,21,102,19,1,22365,0,0,0,0
m_x,LULESH_OMP.cc,2035,541153,418,23,23,18,0,20244,0,0,0,0
m_xd,LULESH_OMP.cc,2056,541175,418,22,102,13,1,16217,0,0,0,0
m_vdov,LULESH_OMP.cc,2374,541225,418,30,131,26,0,26730,1,10,3,26
m_p,LULESH_OMP.cc,2693,541276,418,194,0,8,0,8206,1,14,0,8
m_p,LULESH_OMP.cc,2693,541278,418,200,0,26,0,27446,1,22,25,26
m_matElemlist,LULESH_OMP.cc,2908,541355,419,178,131,15,1,15360,1,0,0,15
m_yd,LULESH_OMP.cc,1474,541518,419,332,101,31,1,35350,0,0,0,0
m_nodelist,LULESH_OMP.cc,1450,541540,419,31,129,6,0,55576,1,3,25,6
m_x,LULESH_OMP.cc,2035,541683,419,23,129,22,0,24092,0,0,0,0
m_xd,LULESH_OMP.cc,2056,541711,419,43,0,16,0,18014,0,0,0,0
m_x,LULESH_OMP.cc,2035,541719,419,30,25,10,0,11563,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,541780,419,26,3,19,1,20341,1,21,27,19
m_delv_xi,LULESH_OMP.cc,2379,541787,419,30,25,28,0,28766,1,30,2,28
m_elemMass,LULESH_OMP.cc,2387,541791,419,23,103,31,1,32015,1,15,8,31
m_vdov,LULESH_OMP.cc,2374,541793,419,30,25,10,0,10517,1,21,8,10
m_vdov,LULESH_OMP.cc,2374,541801,419,30,131,22,0,22996,1,20,14,22
m_vdov,LULESH_OMP.cc,2985,541929,420,21,103,3,1,4070,1,6,31,3
m_x,LULESH_OMP.cc,961,541963,420,47,100,22,0,25654,0,0,0,0
m_x,LULESH_OMP.cc,961,541964,420,39,4,2,0,3798,0,0,0,0
m_fx,LULESH_OMP.cc,1575,542143,420,44,100,21,1,24638,0,0,0,0
m_xd,LULESH_OMP.cc,2056,542243,420,241,0,10,0,12094,0,0,0,0
m_x,LULESH_OMP.cc,2035,542247,420,48,3,12,0,14326,0,0,0,0
m_x,LULESH_OMP.cc,2035,542295,420,42,104,31,1,34582,0,0,0,0
m_x,LULESH_OMP.cc,2035,542295,420,239,3,9,1,10622,0,0,0,0
m_x,LULESH_OMP.cc,2035,542300,420,29,102,6,0,8536,0,0,0,0
m_v,LULESH_OMP.cc,2824,542397,420,53,3,31,1,32278,1,22,16,31
m_matElemlist,LULESH_OMP.cc,2908,542485,421,64,131,20,0,20480,1,0,0,20
m_z,LULESH_OMP.cc,963,542503,421,35,103,14,0,16374,0,0,0,0
m_nodeElemCornerList,LULESH_OMP.cc,1570,542700,421,91,22,17,1,147452,1,31,31,17
m_x,LULESH_OMP.cc,2035,542825,421,241,3,7,1,8078,0,0,0,0
m_x,LULESH_OMP.cc,2035,542838,421,24,129,4,0,4970,0,0,0,0
m_x,LULESH_OMP.cc,2035,542859,421,51,0,10,0,12878,0,0,0,0
m_vdov,LULESH_OMP.cc,2374,542926,421,35,25,16,0,16957,1,29,17,16
m_matElemlist,LULESH_OMP.cc,2686,542963,421,21,3,15,1,15360,1,0,0,15
m_yd,LULESH_OMP.cc,1470,543210,422,37,0,26,0,28886,0,0,0,0
m_xd,LULESH_OMP.cc,2056,543356,422,50,1,1,1,1158,0,0,0,0
m_x,LULESH_OMP.cc,2035,543358,422,30,25,18,0,19692,0,0,0,0
m_x,LULESH_OMP.cc,2035,543358,422,23,129,20,0,21899,0,0,0,0
m_xd,LULESH_OMP.cc,2056,543367,422,255,3,18,0,19830,0,0,0,0
m_x,LULESH_OMP.cc,2035,543368,422,30,131,8,0,8915,0,0,0,0
m_x,LULESH_OMP.cc,2035,543379,422,23,23,14,0,15600,0,0,0,0
m_x,LULESH_OMP.cc,2035,543397,422,23,23,2,0,2800,0,0,0,0
m_x,LULESH_OMP.cc,2035,543400,422,30,129,2,0,2844,0,0,0,0
m_x,LULESH_OMP.cc,2035,543405,422,217,3,26,0,30126,0,0,0,0
m_x,LULESH_OMP.cc,2035,543416,422,54,4,5,1,6398,0,0,0,0
m_z,LULESH_OMP.cc,2159,543437,422,49,103,16,0,17458,0,0,0,0
m_matElemlist,LULESH_OMP.cc,2280,543466,422,21,1,26,0,26659,1,3,1,26
m_vdov,LULESH_OMP.cc,2374,543477,422,30,131,28,0,29082,1,26,12,28
m_p,LULESH_OMP.cc,2693,543522,422,214,25,8,0,9214,1,30,31,8
m_arealg,LULESH_OMP.cc,2921,543604,423,21,103,26,0,27558,1,6,29,26
m_x,LULESH_OMP.cc,961,543633,423,46,104,13,1,15574,0,0,0,0
m_x,LULESH_OMP.cc,961,543638,423,44,101,13,1,15678,0,0,0,0
m_x,LULESH_OMP.cc,961,543653,423,23,23,21,1,23621,0,0,0,0
m_x,LULESH_OMP.cc,961,543657,423,56,4,4,0,6294,0,0,0,0
m_x,LULESH_OMP.cc,2035,543915,423,371,0,9,1,9870,0,0,0,0
m_xd,LULESH_OMP.cc,2056,543924,423,234,1,23,1,26318,0,0,0,0
m_xd,LULESH_OMP.cc,2056,543925,423,49,101,20,0,21975,0,0,0,0
m_y,LULESH_OMP.cc,2036,543939,423,23,101,15,1,16743,0,0,0,0
m_xd,LULESH_OMP.cc,2056,543939,423,211,1,30,0,34174,0,0,0,0
m_x,LULESH_OMP.cc,2035,543958,423,50,104,22,0,24598,0,0,0,0
m_x,LULESH_OMP.cc,2035,543974,423,30,25,8,0,9553,0,0,0,0
m_x,LULESH_OMP.cc,2035,543979,423,228,3,25,1,28200,0,0,0,0
m_dzz,LULESH_OMP.cc,2106,543997,423,21,2,27,1,28590,1,14,29,27
m_x,LULESH_OMP.cc,961,544183,424,44,0,30,0,32878,0,0,0,0
m_x,LULESH_OMP.cc,961,544189,424,55,3,2,0,2484,0,0,0,0
m_x,LULESH_OMP.cc,961,544198,424,37,100,31,1,35358,0,0,0,0
m_x,LULESH_OMP.cc,961,544217,424,39,3,14,0,16142,0,0,0,0
m_x,LULESH_OMP.cc,961,544224,424,21,2,28,0,32638,0,0,0,0
m_x,LULESH_OMP.cc,2035,544499,424,31,23,8,0,9149,0,0,0,0
m_x,LULESH_OMP.cc,2035,544508,424,33,129,4,0,4889,0,0,0,0
m_x,LULESH_OMP.cc,2035,544531,424,23,129,14,0,16084,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,544567,424,22,101,28,0,29171,1,19,15,28
m_volo,LULESH_OMP.cc,2387,544586,424,22,3,26,0,26758,1,6,4,26
