variable,source,line,time,iter,latency,dataSource,cpu,node,index,map3D,xidx,yidx,zidx
m_nodelist,LULESH_OMP.cc,1023,cd9ea871b5895,110,33,3,10,0,83952,1,30,7,10
m_fx,LULESH_OMP.cc,1702,cd9ea881ba85d,110,239,16,18,0,20990,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9ea88cb7aaf,110,21,1,17,1,19697,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea88ce249e,110,21,3,5,1,5562,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea88e18c95,110,49,68,16,0,17711,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea88e47dc1,110,21,3,15,1,17698,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9ea88e9fee0,110,21,67,27,1,29690,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea88f59d7a,110,48,3,14,0,15614,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea8905ce2b,110,21,67,5,1,7020,0,0,0,0
m_yd,LULESH_OMP.cc,2057,cd9ea8910fd93,110,43,68,13,1,14760,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9ea8915401d,110,21,67,13,1,15842,0,0,0,0
m_yd,LULESH_OMP.cc,2057,cd9ea89395bd5,110,22,3,25,1,29109,0,0,0,0
m_v,LULESH_OMP.cc,2044,cd9ea893de2d8,110,21,3,12,0,13122,1,2,26,12
m_yd,LULESH_OMP.cc,2057,cd9ea89508486,110,21,1,5,1,7533,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea89582a37,110,36,67,30,0,33694,0,0,0,0
m_yd,LULESH_OMP.cc,2175,cd9ea898d49b1,110,21,67,28,0,31108,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,cd9ea89a307ee,110,23,67,23,1,24501,1,21,29,23
m_matElemlist,LULESH_OMP.cc,2280,cd9ea89b16afd,110,21,3,1,1,1130,1,10,3,1
m_delv_zeta,LULESH_OMP.cc,2347,cd9ea89b20694,110,51,0,26,0,25726,1,30,3,25
m_vdov,LULESH_OMP.cc,2374,cd9ea89b3bff1,110,22,67,1,1,1170,1,18,4,1
m_delv_zeta,LULESH_OMP.cc,2347,cd9ea89cb6416,110,21,3,10,0,9625,1,25,12,9
m_lzetap,LULESH_OMP.cc,2353,cd9ea89e17f79,110,21,67,21,1,22367,1,31,26,21
m_delv_zeta,LULESH_OMP.cc,2347,cd9ea89e50215,110,21,67,6,0,5949,1,29,25,5
m_x,LULESH_OMP.cc,961,cd9ea8aff190e,111,56,2,10,0,11134,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9ea8b2affae,111,42,3,6,0,8294,0,0,0,0
m_v,LULESH_OMP.cc,1621,cd9ea8bb5c744,111,60,2,28,0,29150,1,30,14,28
m_xd,LULESH_OMP.cc,2056,cd9ea8d51147e,111,41,67,14,0,16422,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd9ea8d718ef9,111,21,65,3,1,3583,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9ea8d720cc0,111,366,65,17,1,18814,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9ea8d7389fe,111,21,3,24,0,26412,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea8d79a1ed,111,21,67,23,1,25395,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea8d8592e5,111,21,65,29,1,33068,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea8dbc26e4,111,21,67,26,0,29078,0,0,0,0
m_x,LULESH_OMP.cc,2139,cd9ea8e1fe7b9,111,21,3,16,0,18176,0,0,0,0
m_elemBC,LULESH_OMP.cc,2281,cd9ea8e3986a3,111,198,64,0,0,44,1,12,1,0
m_delx_zeta,LULESH_OMP.cc,2381,cd9ea8e430f77,111,22,3,17,1,17583,1,15,5,17
m_delv_zeta,LULESH_OMP.cc,2353,cd9ea8e487172,111,23,1,5,1,6401,1,1,8,6
m_delv_zeta,LULESH_OMP.cc,2347,cd9ea8e5ee69c,111,21,67,24,0,24069,1,5,16,23
m_x,LULESH_OMP.cc,961,cd9ea8f818af7,112,53,68,8,0,8886,0,0,0,0
m_fz,LULESH_OMP.cc,1577,cd9ea910052f1,112,31,81,14,0,15999,0,0,0,0
m_zdd,LULESH_OMP.cc,1748,cd9ea91bce2ec,112,22,67,6,0,7142,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9ea91cf7c4e,112,21,67,20,0,21790,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea91e21da0,112,21,3,16,0,17590,0,0,0,0
m_y,LULESH_OMP.cc,2036,cd9ea91e9a755,112,28,2,3,1,3438,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9ea91fbd473,112,224,0,16,0,17782,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9ea920c0968,112,21,67,17,1,18948,0,0,0,0
m_yd,LULESH_OMP.cc,2057,cd9ea92115686,112,21,2,6,0,7005,0,0,0,0
m_yd,LULESH_OMP.cc,2057,cd9ea921ef5f0,112,22,67,6,0,8146,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea9223f806,112,21,67,13,1,15779,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea9240ecce,112,44,0,12,0,14894,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9ea924d47f4,112,21,65,23,1,25909,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea926086d6,112,831,0,30,0,33678,0,0,0,0
m_zd,LULESH_OMP.cc,2189,cd9ea9285e84e,112,40,0,21,1,23974,0,0,0,0
m_matElemlist,LULESH_OMP.cc,2280,cd9ea92d131e0,112,21,3,17,1,17644,1,12,7,17
m_delv_zeta,LULESH_OMP.cc,2353,cd9ea92e2e305,112,21,67,24,0,26072,1,24,14,25
m_vnew,LULESH_OMP.cc,2387,cd9ea92f06771,112,21,65,18,0,19220,1,20,24,18
m_delv_zeta,LULESH_OMP.cc,2344,cd9ea92fce402,112,22,66,7,1,8095,1,31,28,7
m_lzetap,LULESH_OMP.cc,2353,cd9ea92fe19dc,112,22,67,26,0,27422,1,30,24,26
m_x,LULESH_OMP.cc,961,cd9ea9410d852,113,21,65,11,1,13248,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9ea942055a2,113,39,4,25,1,27622,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9ea94206e3a,113,25,3,1,1,2517,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9ea9425514d,113,40,64,26,0,29870,0,0,0,0
m_xd,LULESH_OMP.cc,1762,cd9ea9655a29d,113,29,3,4,0,4532,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea965c4983,113,22,1,31,1,33797,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea966e637b,113,21,3,11,1,13184,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea96805d25,113,21,3,11,1,12214,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea968ccb15,113,21,3,11,1,12286,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea96975a78,113,368,1,15,1,16742,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9ea96b7b222,113,22,1,11,1,13640,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9ea96cbd68f,113,21,3,7,1,9448,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea96e3e7e3,113,23,65,17,1,20516,0,0,0,0
m_zd,LULESH_OMP.cc,2190,cd9ea9721bff9,113,27,66,22,0,25454,0,0,0,0
m_matElemlist,LULESH_OMP.cc,2280,cd9ea974e2b28,113,347,67,7,1,7196,1,28,0,7
m_delv_zeta,LULESH_OMP.cc,2347,cd9ea976bd9fb,113,21,67,10,0,9708,1,12,15,9
m_delx_zeta,LULESH_OMP.cc,2381,cd9ea977a2d41,113,22,65,2,0,2730,1,10,21,2
m_x,LULESH_OMP.cc,961,cd9ea98986af9,114,44,0,31,1,35022,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9ea98a624be,114,21,65,29,1,31835,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9ea98dab022,114,54,64,11,1,12798,0,0,0,0
m_elemMass,LULESH_OMP.cc,1447,cd9ea99ce55bc,114,59,67,11,1,11814,1,6,17,11
m_xd,LULESH_OMP.cc,2056,cd9ea9af0983b,114,437,16,27,1,29403,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea9afb82de,114,21,3,28,0,30558,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9ea9b1f3dbc,114,21,67,28,0,30789,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9ea9b262630,114,21,67,26,0,28653,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea9b320c6e,114,21,67,17,1,18955,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9ea9b38d069,114,22,65,9,1,11355,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea9b3c00f5,114,21,67,16,0,17945,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9ea9b4a8f6c,114,21,3,10,0,12595,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea9b526ac3,114,21,67,24,0,26782,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9ea9b6c4299,114,21,67,1,1,2980,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea9b76de87,114,49,68,12,0,15078,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea9b8cac9f,114,406,3,31,1,34814,0,0,0,0
m_yd,LULESH_OMP.cc,2175,cd9ea9bd46fcc,114,21,1,23,1,25325,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,cd9ea9be3c85e,114,30,1,6,0,6687,1,31,16,6
m_volo,LULESH_OMP.cc,2193,cd9ea9bef5658,114,22,3,18,0,19197,1,29,23,18
m_delv_eta,LULESH_OMP.cc,2315,cd9ea9c047843,114,263,64,22,0,22550,1,22,0,22
m_delv_zeta,LULESH_OMP.cc,2353,cd9ea9c093ae8,114,23,67,5,1,6232,1,24,2,6
m_delv_zeta,LULESH_OMP.cc,2347,cd9ea9c185b54,114,21,67,8,0,7489,1,1,10,7
m_delv_zeta,LULESH_OMP.cc,2347,cd9ea9c3f2b46,114,21,67,21,1,21329,1,17,26,20
m_x,LULESH_OMP.cc,961,cd9ea9d848a18,115,40,0,5,1,7206,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9ea9d89ad8f,115,48,68,16,0,18206,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9ea9d8b4a6d,115,21,3,4,0,6180,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9ea9d8b70b5,115,334,0,15,1,17134,0,0,0,0
m_volo,LULESH_OMP.cc,1621,cd9ea9e08e3e5,115,63,83,30,0,31061,1,21,10,30
m_x,LULESH_OMP.cc,1038,cd9ea9e0d0cf4,115,42,67,21,1,24426,0,0,0,0
m_yd,LULESH_OMP.cc,1470,cd9ea9e32fe05,115,49,0,30,0,32704,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9ea9fee7a2e,115,21,3,0,0,1518,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9ea9ffa4ad1,115,21,67,21,1,24509,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9ea9ffb5424,115,21,65,14,0,16903,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd9eaa019e5ce,115,29,67,2,0,4073,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eaa023acfa,115,21,67,9,1,10617,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eaa0351e93,115,38,0,21,1,23870,0,0,0,0
m_yd,LULESH_OMP.cc,2057,cd9eaa0374d5c,115,21,3,5,1,7588,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eaa05156d5,115,41,67,0,0,1038,0,0,0,0
m_volo,LULESH_OMP.cc,2387,cd9eaa09c7dc9,115,21,3,26,0,26661,1,5,1,26
m_delv_zeta,LULESH_OMP.cc,2353,cd9eaa0ae88cc,115,21,67,2,0,3432,1,8,11,3
m_vdov,LULESH_OMP.cc,2374,cd9eaa0b3166e,115,30,67,28,0,29089,1,1,13,28
m_delv_zeta,LULESH_OMP.cc,2353,cd9eaa0cdc336,115,21,65,21,1,23344,1,16,25,22
m_vdov,LULESH_OMP.cc,2374,cd9eaa0d3bb65,115,21,67,23,1,24368,1,16,25,23
m_delv_zeta,LULESH_OMP.cc,2347,cd9eaa0d679fd,115,21,3,8,0,8043,1,11,27,7
m_delv,LULESH_OMP.cc,2687,cd9eaa112d5ae,115,246,67,23,1,24574,1,30,31,23
m_x,LULESH_OMP.cc,1034,cd9eaa2a6b65b,116,48,4,27,1,29846,0,0,0,0
m_elemMass,LULESH_OMP.cc,1447,cd9eaa3196c8b,116,22,1,6,0,6718,1,30,17,6
m_xd,LULESH_OMP.cc,2056,cd9eaa44719fc,116,47,1,24,0,26284,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd9eaa458255a,116,22,3,5,1,6762,0,0,0,0
m_yd,LULESH_OMP.cc,2057,cd9eaa47290a4,116,21,65,16,0,18929,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd9eaa47a27be,116,24,2,14,0,16728,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eaa493cd99,116,244,0,5,1,6094,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9eaa49e3d52,116,21,3,17,1,20308,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9eaa4ad0802,116,21,67,21,1,24764,0,0,0,0
m_yd,LULESH_OMP.cc,2175,cd9eaa4f6d914,116,21,65,10,0,11103,0,0,0,0
m_delx_eta,LULESH_OMP.cc,2380,cd9eaa52ea28e,116,30,1,31,1,31869,1,29,3,31
m_vdov,LULESH_OMP.cc,2374,cd9eaa52f76e0,116,21,67,5,1,5239,1,23,3,5
m_elemMass,LULESH_OMP.cc,2387,cd9eaa53ec179,116,22,2,6,0,6555,1,27,12,6
m_delx_eta,LULESH_OMP.cc,2380,cd9eaa542dfe1,116,21,67,29,1,30122,1,10,13,29
m_delv_zeta,LULESH_OMP.cc,2347,cd9eaa54f2a12,116,21,67,11,1,10781,1,29,16,10
m_delv_zeta,LULESH_OMP.cc,2353,cd9eaa551d01a,116,22,3,10,0,11880,1,8,19,11
m_elemBC,LULESH_OMP.cc,2281,cd9eaa5520806,116,21,1,4,0,4749,1,13,20,4
m_delv_zeta,LULESH_OMP.cc,2347,cd9eaa5564d70,116,21,3,25,1,25219,1,3,20,24
m_delv_zeta,LULESH_OMP.cc,2347,cd9eaa56192cd,116,49,4,3,1,2911,1,31,26,2
m_x,LULESH_OMP.cc,961,cd9eaa67ce6c5,117,38,4,28,0,31879,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9eaa69804bd,117,40,64,9,1,10294,0,0,0,0
m_nodelist,LULESH_OMP.cc,1450,cd9eaa7bb9a6e,117,31,81,6,0,55256,1,27,23,6
m_z,LULESH_OMP.cc,1764,cd9eaa8baff9d,117,22,1,13,1,14773,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd9eaa8c1249e,117,268,3,8,0,8750,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eaa8c5e0b5,117,21,67,22,0,23986,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eaa8c631ef,117,22,65,26,0,29439,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eaa8c6e4b0,117,21,67,6,0,6575,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eaa8c779e2,117,60,64,27,1,29478,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eaa8c7cba8,117,43,64,21,1,22950,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9eaa8ca5643,117,21,2,19,1,21848,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eaa8cc20d3,117,21,3,3,1,3387,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eaa8e0bbe7,117,44,64,0,0,222,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eaa8e62303,117,21,65,27,1,29657,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eaa90125d0,117,43,64,18,0,20047,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eaa91908b4,117,21,67,14,0,16903,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eaa93ddcc9,117,21,67,15,1,18230,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eaa9467227,117,47,4,9,1,11806,0,0,0,0
m_volo,LULESH_OMP.cc,2193,cd9eaa99f311c,117,21,65,3,1,3790,1,14,22,3
m_vnew,LULESH_OMP.cc,2193,cd9eaa99fd6d1,117,21,67,23,1,24284,1,28,22,23
m_delv_zeta,LULESH_OMP.cc,2353,cd9eaa9b8ac79,117,21,3,29,1,30781,1,29,1,30
m_delx_eta,LULESH_OMP.cc,2380,cd9eaa9d5fcd2,117,23,67,3,1,3597,1,13,16,3
m_x,LULESH_OMP.cc,961,cd9eaaaf8d0c5,118,43,64,24,0,26198,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9eaab335cb2,118,23,67,26,0,28950,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9eaab5c78cb,118,43,0,17,1,19566,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9eaad56fe55,118,27,67,0,0,7,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eaad599249,118,364,0,19,1,20758,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eaad59f9dd,118,236,0,22,0,25110,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eaad67245a,118,47,68,23,1,25198,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eaad68561c,118,22,1,12,0,14316,0,0,0,0
m_volo,LULESH_OMP.cc,2042,cd9eaad6b844a,118,21,3,12,0,12430,1,14,4,12
m_zd,LULESH_OMP.cc,2058,cd9eaad8f5b22,118,21,3,17,1,18858,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eaad96fcc8,118,21,1,3,1,3752,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eaadb82a73,118,21,67,13,1,14796,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eaaddaf71a,118,366,0,1,1,1982,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eaade0aeaf,118,21,67,0,0,815,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2344,cd9eaae43b408,118,287,65,14,0,14336,1,0,0,14
m_delv_zeta,LULESH_OMP.cc,2347,cd9eaae57107d,118,21,67,26,0,25848,1,24,7,25
m_delv_zeta,LULESH_OMP.cc,2347,cd9eaae57300a,118,21,3,12,0,11516,1,28,7,11
m_delv_zeta,LULESH_OMP.cc,2353,cd9eaae5adbb6,118,21,3,7,1,8505,1,25,9,8
m_delv_zeta,LULESH_OMP.cc,2347,cd9eaae712aa8,118,21,3,16,0,16108,1,12,23,15
m_delv_zeta,LULESH_OMP.cc,2353,cd9eaae8b33e0,118,21,3,17,1,19438,1,14,31,18
m_x,LULESH_OMP.cc,961,cd9eaafea1124,119,49,4,31,1,35886,0,0,0,0
m_q,??,0,cd9eab0298871,119,117,81,8,0,13960,1,8,20,13
m_fx,LULESH_OMP.cc,1702,cd9eab154fd41,119,41,1,29,1,33202,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eab1f6a537,119,21,3,30,0,33787,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eab1f98a6f,119,34,0,25,1,27296,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eab20b631f,119,21,67,9,1,11034,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eab2258800,119,21,3,0,0,295,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eab225d6de,119,225,65,15,1,17758,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eab23b7ad1,119,21,65,23,1,26636,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd9eab262f718,119,21,67,7,1,9445,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9eab27cd021,119,21,65,3,1,5304,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eab2877594,119,120,20,7,1,9726,0,0,0,0
m_delx_eta,LULESH_OMP.cc,2380,cd9eab2e5a7d6,119,22,65,9,1,9225,1,9,0,9
m_elemBC,LULESH_OMP.cc,2281,cd9eab2e7ac00,119,22,67,28,0,28721,1,17,1,28
m_delv_zeta,LULESH_OMP.cc,2347,cd9eab2ea8c8a,119,21,3,7,1,6235,1,27,2,6
m_delv_zeta,LULESH_OMP.cc,2347,cd9eab2ec7014,119,21,3,1,1,101,1,5,3,0
m_matElemlist,LULESH_OMP.cc,2280,cd9eab2fd209b,119,21,3,29,1,30092,1,12,12,29
m_vdov,LULESH_OMP.cc,2374,cd9eab3017eef,119,27,2,26,0,27034,1,26,12,26
m_delv_zeta,LULESH_OMP.cc,2353,cd9eab3094545,119,28,1,10,0,11772,1,28,15,11
m_delv_zeta,LULESH_OMP.cc,2347,cd9eab3177e65,119,21,3,5,1,4819,1,19,22,4
m_delv_zeta,LULESH_OMP.cc,2347,cd9eab31ee35d,119,21,3,9,1,9059,1,3,27,8
m_x,LULESH_OMP.cc,961,cd9eab435c90a,120,115,81,11,1,13310,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9eab45e0b3c,120,57,3,24,0,26830,0,0,0,0
m_y,LULESH_OMP.cc,962,cd9eab46b7b6f,120,21,65,28,0,31230,0,0,0,0
m_nodeElemCornerList,LULESH_OMP.cc,1000,cd9eab49bbcc4,120,317,16,28,0,234492,1,31,19,28
m_zd,LULESH_OMP.cc,1479,cd9eab5821a87,120,242,3,2,0,3103,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eab6a65c6b,120,47,68,8,0,8934,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eab6db98b8,120,38,64,16,0,18086,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9eab6f259b2,120,21,3,6,0,8363,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eab6f3519f,120,31,65,24,0,27992,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eab6f3db52,120,21,66,26,0,29017,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eab70ecdae,120,21,3,20,0,22755,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eab720104e,120,21,67,28,0,32617,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2353,cd9eab7770b7b,120,21,67,18,0,19487,1,31,0,19
m_delx_eta,LULESH_OMP.cc,2380,cd9eab779a1ef,120,21,1,2,0,2102,1,22,1,2
m_volo,LULESH_OMP.cc,2387,cd9eab77e0cf9,120,21,67,14,0,14468,1,4,4,14
m_delv_zeta,LULESH_OMP.cc,2347,cd9eab7a785bc,120,22,67,8,0,7894,1,22,22,7
m_elemBC,LULESH_OMP.cc,2281,cd9eab7b1b09a,120,21,67,22,0,23379,1,19,26,22
m_letap,LULESH_OMP.cc,2324,cd9eab7b36c91,120,22,3,23,1,24403,1,19,26,23
m_delv_zeta,LULESH_OMP.cc,2347,cd9eab7b4ff1e,120,21,67,5,1,5044,1,20,29,4
m_arealg,LULESH_OMP.cc,2921,cd9eab897906a,121,21,3,4,0,4622,1,14,16,4
m_x,LULESH_OMP.cc,961,cd9eab8dcf874,121,21,66,14,0,16766,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9eab8df116a,121,43,65,25,1,28814,0,0,0,0
m_x,LULESH_OMP.cc,1032,cd9eab96ea4fc,121,26,65,13,1,14377,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eabb124bed,121,239,64,31,1,34854,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eabb1ab819,121,21,3,8,0,8766,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eabb36951c,121,21,67,18,0,20990,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eabb409bf7,121,23,3,9,1,11206,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9eabb76d1be,121,21,1,23,1,26815,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9eabb78b96d,121,22,67,12,0,14824,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9eabb790510,121,21,3,15,1,18067,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eabba3509a,121,22,67,22,0,24973,0,0,0,0
m_x,LULESH_OMP.cc,2139,cd9eabbd4fad8,121,21,67,0,0,390,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2353,cd9eabbfb4ee7,121,25,3,1,1,2052,1,4,0,2
m_vdov,LULESH_OMP.cc,2374,cd9eabc0c6ab5,121,21,3,17,1,17659,1,27,7,17
m_delx_zeta,LULESH_OMP.cc,2381,cd9eabc41072d,121,21,66,30,0,31642,1,26,28,30
m_x,LULESH_OMP.cc,961,cd9eabd3d0d1d,122,68,68,3,1,4398,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9eabd412171,122,49,0,14,0,15326,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9eabd710b19,122,52,4,23,1,25638,0,0,0,0
m_nodelist,LULESH_OMP.cc,960,cd9eabd90c6e4,122,108,16,22,0,187388,1,31,27,22
m_v,LULESH_OMP.cc,1621,cd9eabdefada7,122,27,67,28,0,28696,1,24,0,28
m_zd,LULESH_OMP.cc,2058,cd9eabfa15aa3,122,53,0,29,1,31646,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eabfa5cd3a,122,21,1,6,0,7678,0,0,0,0
m_v,LULESH_OMP.cc,2044,cd9eabfaeeba5,122,21,67,22,0,22659,1,3,4,22
m_xd,LULESH_OMP.cc,2056,cd9eabfb74c92,122,22,1,8,0,8899,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eabfc0ee9c,122,22,67,8,0,10053,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9eabfc70859,122,21,67,10,0,12263,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eabfdde86d,122,242,1,10,0,11342,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eac0117eb5,122,21,1,17,1,20386,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eac0154617,122,21,65,1,1,2990,0,0,0,0
m_xd,LULESH_OMP.cc,2166,cd9eac057a25f,122,21,3,17,1,18690,0,0,0,0
m_x,LULESH_OMP.cc,2139,cd9eac077cf9a,122,21,67,18,0,20377,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,cd9eac0803137,122,21,1,5,1,6026,1,10,28,5
m_delx_zeta,LULESH_OMP.cc,2381,cd9eac0a0d2ec,122,21,1,18,0,18732,1,12,9,18
m_delv_zeta,LULESH_OMP.cc,2381,cd9eac0acb1a3,122,21,3,23,1,24013,1,13,14,23
m_delv_zeta,LULESH_OMP.cc,2353,cd9eac0b04a08,122,26,3,21,1,23063,1,23,16,22
m_delv_zeta,LULESH_OMP.cc,2347,cd9eac0d09de5,122,21,67,6,0,6119,1,7,31,5
m_x,LULESH_OMP.cc,961,cd9eac1cbf3ff,123,21,67,27,1,29466,0,0,0,0
m_x,LULESH_OMP.cc,1038,cd9eac294f29a,123,37,0,18,0,21190,0,0,0,0
m_x,LULESH_OMP.cc,1032,cd9eac2a03061,123,35,65,15,1,17014,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9eac437887a,123,248,1,29,1,32846,0,0,0,0
m_volo,LULESH_OMP.cc,2042,cd9eac4473b65,123,21,67,30,0,30930,1,18,6,30
m_zd,LULESH_OMP.cc,2058,cd9eac44d4baf,123,21,67,26,0,29691,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd9eac45ad28e,123,22,67,14,0,16729,0,0,0,0
