variable,source,line,time,iter,latency,dataSource,cpu,node,index,map3D,xidx,yidx,zidx
m_x,LULESH_OMP.cc,2035,cd9f1896715df,520,66,19,16,0,17952,0,0,0,0
m_elemBC,LULESH_OMP.cc,2281,cd9f18a083545,520,41,0,7,1,7372,1,12,6,7
m_elemMass,LULESH_OMP.cc,2387,cd9f18a30217d,520,21,2,5,1,6042,1,26,28,5
m_z,LULESH_OMP.cc,963,cd9f18b62aeea,521,61,0,21,1,24582,0,0,0,0
m_nodelist,LULESH_OMP.cc,1030,cd9f18bdcbac6,521,22,66,22,0,181743,1,29,5,22
m_matElemlist,??,0,cd9f18bdff0fa,521,398,3,3,1,6848,1,0,22,6
m_y,LULESH_OMP.cc,1763,cd9f18d759b8c,521,29,3,9,1,11182,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f18d8975cd,521,47,3,20,0,21894,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f18ded5eef,521,23,81,0,0,717,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f18dff5067,521,45,67,18,0,21726,0,0,0,0
m_elemBC,LULESH_OMP.cc,2281,cd9f18e90a867,521,297,81,28,0,29692,1,28,31,28
m_p,LULESH_OMP.cc,2693,cd9f18ec41725,521,381,17,0,0,0,1,0,0,0
m_x,LULESH_OMP.cc,961,cd9f18f87ec79,522,44,0,16,0,18513,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f18f9b2460,522,53,0,0,0,1262,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f18fc5fc62,522,56,68,12,0,13750,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f18fd7b513,522,42,1,2,0,3134,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f18fe39e56,522,32,0,15,1,17286,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f191dc2835,522,371,3,7,1,7662,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f191dd765a,522,54,4,27,1,30503,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f191eea54d,522,222,0,15,1,17582,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f19224cea7,522,22,65,28,0,31062,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f192397336,522,65,84,18,0,20324,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2344,cd9f192b62cb9,522,35,0,31,1,31789,1,13,1,31
m_x,LULESH_OMP.cc,961,cd9f194064013,523,41,0,9,1,11350,0,0,0,0
m_nodelist,LULESH_OMP.cc,1454,cd9f194e186e5,523,32,64,12,0,100444,1,11,8,12
m_nodelist,LULESH_OMP.cc,1454,cd9f19532f36c,523,36,64,21,1,179516,1,7,29,21
m_x,LULESH_OMP.cc,2035,cd9f19676bc81,523,367,64,29,1,32174,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1967fc387,523,247,67,18,0,21438,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,cd9f196db233c,523,22,3,23,1,23916,1,12,11,23
m_elemMass,LULESH_OMP.cc,2387,cd9f19712da71,523,25,3,31,1,32147,1,19,12,31
m_delv_zeta,LULESH_OMP.cc,2344,cd9f197359ed9,523,23,65,28,0,29599,1,31,28,28
m_qq,LULESH_OMP.cc,2733,cd9f1977b5e5c,523,44,64,6,0,6710,1,22,17,6
m_y,LULESH_OMP.cc,962,cd9f198639115,524,44,81,14,0,15849,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f19a8127b2,524,230,64,23,1,26158,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f19a97f3df,524,52,0,9,1,10014,0,0,0,0
m_vdov,LULESH_OMP.cc,2374,cd9f19b5ab725,524,35,17,10,0,10302,1,30,1,10
m_elemMass,LULESH_OMP.cc,2387,cd9f19b5d6e59,524,34,17,4,0,4247,1,23,4,4
m_delx_eta,LULESH_OMP.cc,2380,cd9f19b623cb6,524,34,65,30,0,30928,1,16,6,30
m_x,LULESH_OMP.cc,961,cd9f19ca7a856,525,47,0,5,1,6934,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd9f19ed08688,525,224,64,9,1,10942,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f19ee357b9,525,44,67,31,1,33966,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f19ee6fa9a,525,30,83,18,0,20876,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f19eecfe2b,525,30,17,12,0,13306,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f19f0af2a1,525,254,64,26,0,29926,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9f19f27f6e2,525,44,0,16,0,18190,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f19f395158,525,23,17,14,0,16073,0,0,0,0
m_matElemlist,LULESH_OMP.cc,2280,cd9f19fa8e5e0,525,199,67,19,1,19484,1,28,0,19
m_x,LULESH_OMP.cc,961,cd9f1a1002112,526,42,4,4,0,4830,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1a13773ec,526,22,2,13,1,16254,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1a32dc1de,526,23,17,4,0,4370,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1a3438f2e,526,23,81,18,0,20869,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1a350ca92,526,23,3,10,0,11182,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1a399d04f,526,47,64,17,1,19270,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1a3a517cf,526,23,17,20,0,22701,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2347,cd9f1a407a78e,526,30,19,28,0,27701,1,21,1,27
m_vdov,LULESH_OMP.cc,2374,cd9f1a40856c8,526,37,0,3,1,3134,1,30,1,3
m_letap,LULESH_OMP.cc,2324,cd9f1a40e76fb,526,21,3,2,0,2264,1,24,6,2
m_delv_xi,LULESH_OMP.cc,2379,cd9f1a4234eaf,526,23,81,14,0,14871,1,23,16,14
m_delv_eta,LULESH_OMP.cc,2318,cd9f1a437c2fe,526,23,17,16,0,17237,1,21,26,16
m_x,LULESH_OMP.cc,961,cd9f1a55bdae8,527,21,2,30,0,34174,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1a562bd06,527,49,4,19,1,21182,0,0,0,0
m_y,LULESH_OMP.cc,1043,cd9f1a6089325,527,43,64,6,0,7382,0,0,0,0
m_nodelist,LULESH_OMP.cc,1454,cd9f1a6670a17,527,46,68,20,0,169244,1,3,21,20
m_nodelist,LULESH_OMP.cc,1450,cd9f1a6840839,527,43,19,30,0,252984,1,7,28,30
m_fz,LULESH_OMP.cc,1704,cd9f1a6e10d02,527,45,67,30,0,34550,0,0,0,0
m_xd,LULESH_OMP.cc,1762,cd9f1a77e63d8,527,30,67,21,1,24503,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd9f1a7a0b7fa,527,40,4,12,0,13367,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1a7e64ff2,527,42,65,0,0,1752,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1a7ea39eb,527,30,81,4,0,5119,0,0,0,0
m_vdov,LULESH_OMP.cc,2374,cd9f1a867abfe,527,30,81,20,0,20606,1,30,3,20
m_elemBC,LULESH_OMP.cc,2281,cd9f1a8925817,527,48,4,22,0,23404,1,12,27,22
m_x,LULESH_OMP.cc,961,cd9f1a992422f,528,55,65,19,1,20806,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1a9b39b59,528,40,0,17,1,18974,0,0,0,0
m_z,LULESH_OMP.cc,963,cd9f1a9cc15ef,528,22,1,14,0,16015,0,0,0,0
m_nodelist,LULESH_OMP.cc,1454,cd9f1aa804e9a,528,40,64,1,1,9068,1,13,3,1
m_nodeElemCount,LULESH_OMP.cc,1564,cd9f1ab01163b,528,245,0,10,0,11260,0,0,0,0
m_fy,LULESH_OMP.cc,1576,cd9f1ab16e33e,528,23,67,9,1,11230,0,0,0,0
m_yd,LULESH_OMP.cc,2057,cd9f1abd49768,528,52,4,21,1,22879,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd9f1abd6279e,528,231,0,7,1,8734,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1abe00acf,528,37,64,12,0,13166,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1abf7f86c,528,23,81,0,0,215,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1ac0a642c,528,23,17,18,0,20011,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1ac600b64,528,51,4,3,1,5358,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1ac60d674,528,24,81,2,0,3195,0,0,0,0
m_vdov,LULESH_OMP.cc,2374,cd9f1acc57118,528,30,83,18,0,18835,1,19,12,18
m_vdov,LULESH_OMP.cc,2374,cd9f1ace22ac3,529,52,4,12,0,13118,1,30,25,12
m_q,LULESH_OMP.cc,2699,cd9f1ad218a4a,529,107,67,22,0,22582,1,22,1,22
m_nodeElemCornerList,LULESH_OMP.cc,1570,cd9f1af6da4c0,529,69,83,15,1,130044,1,31,27,15
m_x,LULESH_OMP.cc,2035,cd9f1b03c0984,529,30,83,10,0,10992,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1b05aa587,529,31,81,22,0,24272,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1b0af519a,529,30,83,0,0,804,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1b0b4437f,529,30,83,6,0,7520,0,0,0,0
m_vdov,LULESH_OMP.cc,2374,cd9f1b11022aa,529,30,83,12,0,12339,1,19,1,12
m_delv_eta,LULESH_OMP.cc,2318,cd9f1b13301ee,529,24,17,18,0,19138,1,2,22,18
m_delv_xi,LULESH_OMP.cc,2379,cd9f1b13e231c,529,27,67,28,0,29607,1,7,29,28
m_vdov,LULESH_OMP.cc,2985,cd9f1b2226daf,530,21,3,4,0,4590,1,14,15,4
m_x,LULESH_OMP.cc,961,cd9f1b25495b8,530,53,68,4,0,4734,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1b277fa2a,530,41,64,28,0,31318,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1b2839104,530,32,19,25,1,28023,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1b4c3da2f,530,23,81,18,0,21193,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1b4c53884,530,43,64,22,0,24470,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd9f1b4d768ec,530,26,1,5,1,7134,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1b4e3d594,530,24,81,4,0,5112,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1b4ebd8d8,530,251,64,27,1,31182,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1b5037eed,530,21,2,23,1,25945,0,0,0,0
m_v,LULESH_OMP.cc,2044,cd9f1b5046923,530,55,2,31,1,32598,1,22,26,31
m_x,LULESH_OMP.cc,2035,cd9f1b509b7ce,530,23,17,18,0,20596,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1b51037bb,530,44,65,23,1,26030,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1b6b4249f,531,61,1,29,1,32022,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1b6cbf5b2,531,46,67,12,0,13822,0,0,0,0
m_z,LULESH_OMP.cc,1052,cd9f1b7362b85,531,39,0,10,0,10966,0,0,0,0
m_zd,LULESH_OMP.cc,1479,cd9f1b78aa62f,531,336,3,5,1,5638,0,0,0,0
m_volo,LULESH_OMP.cc,2042,cd9f1b91e3ea6,531,21,3,23,1,24048,1,16,15,23
m_x,LULESH_OMP.cc,2035,cd9f1b921a245,531,23,17,4,0,4873,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1b962fe65,531,23,81,14,0,16265,0,0,0,0
m_vdov,LULESH_OMP.cc,2374,cd9f1b9c2f785,531,30,83,2,0,2269,1,29,6,2
m_elemBC,LULESH_OMP.cc,2281,cd9f1b9cd24d5,531,21,3,23,1,23932,1,28,11,23
m_matElemlist,LULESH_OMP.cc,2908,cd9f1bacdc93b,532,21,66,28,0,29404,1,28,22,28
m_x,LULESH_OMP.cc,961,cd9f1baed148d,532,37,0,0,0,1174,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1bb18402b,532,52,0,3,1,3814,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1bb1cfa49,532,50,3,13,1,14726,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd9f1bd5e408d,532,27,1,0,0,1403,0,0,0,0
m_vdov,LULESH_OMP.cc,2374,cd9f1be16cca4,532,31,19,16,0,16626,1,18,7,16
m_delv_zeta,LULESH_OMP.cc,2353,cd9f1be37603a,532,49,67,2,0,3893,1,21,25,3
m_vnew,LULESH_OMP.cc,2802,cd9f1be653186,532,38,0,16,0,16542,1,30,4,16
m_x,LULESH_OMP.cc,961,cd9f1bf91109a,533,52,3,2,0,4286,0,0,0,0
m_yd,LULESH_OMP.cc,1744,cd9f1c18063c4,533,42,4,0,0,966,0,0,0,0
m_x,LULESH_OMP.cc,1762,cd9f1c18423e2,533,26,3,18,0,20412,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1c19e78ad,533,28,17,22,0,24141,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1c1a44f36,533,23,17,0,0,176,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1c1bd83f7,533,34,64,17,1,18910,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1c1c16b52,533,22,3,14,0,16785,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1c1ce2468,533,23,81,2,0,2681,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1c1f8e481,533,23,17,6,0,7352,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1c210f7cb,533,21,2,28,0,32601,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,cd9f1c241d782,533,30,3,19,1,19881,1,9,13,19
m_elemBC,LULESH_OMP.cc,2281,cd9f1c270dc67,533,36,4,17,1,17628,1,28,6,17
m_vdov,LULESH_OMP.cc,2374,cd9f1c297b1f6,533,30,83,14,0,15277,1,13,29,14
m_x,LULESH_OMP.cc,961,cd9f1c3a3b4ed,534,23,81,31,1,33905,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1c3a76fc2,534,39,3,19,1,20910,0,0,0,0
m_xd,LULESH_OMP.cc,1461,cd9f1c4c9f3a2,534,52,68,31,1,34446,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9f1c634832b,534,23,67,13,1,15871,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1c669a040,534,25,81,4,0,5265,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,cd9f1c6b4bf0b,534,24,3,15,1,16240,1,16,27,15
m_elemBC,LULESH_OMP.cc,2281,cd9f1c6bcd90e,534,22,66,3,1,3076,1,4,0,3
m_vdov,LULESH_OMP.cc,2374,cd9f1c6f070ee,534,30,19,4,0,5017,1,25,28,4
m_y,LULESH_OMP.cc,962,cd9f1c824f3c4,535,23,65,2,0,2750,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1c8346461,535,46,0,15,1,17078,0,0,0,0
m_z,LULESH_OMP.cc,963,cd9f1c83e7d1f,535,35,67,30,0,34646,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1c8495d2f,535,32,0,31,1,34750,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1ca56d761,535,44,68,30,0,32790,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1ca66ff2a,535,32,83,16,0,17662,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1ca762b0e,535,68,81,20,0,22141,0,0,0,0
m_y,LULESH_OMP.cc,2036,cd9f1cab21b2f,535,23,1,3,1,4038,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1cac9976c,535,23,81,16,0,18421,0,0,0,0
m_dyy,LULESH_OMP.cc,2105,cd9f1cae78d22,535,28,67,25,1,26031,1,15,13,25
m_vdov,LULESH_OMP.cc,2374,cd9f1cb531fb5,535,23,67,2,0,2910,1,30,26,2
m_vdov,LULESH_OMP.cc,2374,cd9f1cb568397,535,30,83,6,0,7023,1,15,27,6
m_p,LULESH_OMP.cc,2693,cd9f1cb9c2d9c,535,53,4,27,1,28406,1,22,23,27
m_x,LULESH_OMP.cc,961,cd9f1cc575fb8,536,52,83,22,0,23967,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1cc76a72c,536,34,0,23,1,26558,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1cc96d3bc,536,39,4,28,0,32366,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1cca2f171,536,32,64,11,1,12766,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1cec5c8c8,536,23,17,6,0,6741,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1ced75e51,536,21,66,31,1,34139,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1cedf29cc,536,23,81,2,0,2600,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1cf069d09,536,271,1,0,0,1710,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1cf178ea7,536,37,64,26,0,30214,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2353,cd9f1cf8467f8,536,219,67,3,1,4104,1,8,0,4
m_lxim,LULESH_OMP.cc,2288,cd9f1cf885abd,536,45,67,14,0,14412,1,12,2,14
m_elemMass,LULESH_OMP.cc,2387,cd9f1cf8c141e,536,22,3,31,1,31930,1,26,5,31
m_e,LULESH_OMP.cc,2681,cd9f1cfed5e02,536,21,65,18,0,19294,1,30,26,18
m_delv,LULESH_OMP.cc,2687,cd9f1cfef41b0,536,48,4,18,0,18942,1,30,15,18
m_vdov,LULESH_OMP.cc,2985,cd9f1d0a1eb43,537,21,3,30,0,31350,1,22,19,30
m_z,LULESH_OMP.cc,963,cd9f1d0b6a043,537,23,67,31,1,33798,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1d0cd6c0a,537,40,67,14,0,16662,0,0,0,0
m_nodelist,LULESH_OMP.cc,1454,cd9f1d1d0ec8f,537,25,2,19,1,159148,1,21,13,19
m_nodelist,LULESH_OMP.cc,1454,cd9f1d203c912,537,41,67,3,1,31164,1,23,25,3
m_nodalMass,LULESH_OMP.cc,1704,cd9f1d2632f78,537,22,2,16,0,18354,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9f1d30b7597,537,289,3,28,0,30590,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1d30e24f7,537,237,64,26,0,29513,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1d32b2782,537,32,64,31,1,34057,0,0,0,0
m_volo,LULESH_OMP.cc,2387,cd9f1d3dea0f3,537,21,67,30,0,30758,1,6,1,30
m_delv_zeta,LULESH_OMP.cc,2353,cd9f1d3f51f0e,537,23,2,3,1,4506,1,26,12,4
m_vdov,LULESH_OMP.cc,2374,cd9f1d40b0874,537,30,83,14,0,15094,1,22,23,14
m_x,LULESH_OMP.cc,961,cd9f1d547104e,538,48,3,26,0,30134,0,0,0,0
m_zd,LULESH_OMP.cc,1483,cd9f1d61f4f70,538,34,64,1,1,2630,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1d7e11825,538,37,64,30,0,33678,0,0,0,0
m_delx_zeta,LULESH_OMP.cc,2381,cd9f1d865b09c,538,22,2,23,1,24475,1,27,28,23
m_x,LULESH_OMP.cc,961,cd9f1d9638533,539,52,4,21,1,23992,0,0,0,0
m_y,LULESH_OMP.cc,962,cd9f1d97d69be,539,23,81,15,1,16596,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1d99c631a,539,44,4,16,0,18110,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1d9a2fe17,539,21,66,18,0,20350,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1d9a3c994,539,45,4,4,0,5030,0,0,0,0
m_x,LULESH_OMP.cc,1032,cd9f1da164866,539,65,83,26,0,28467,0,0,0,0
m_x,LULESH_OMP.cc,1037,cd9f1da166159,539,44,1,12,0,14326,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1dbc0dd88,539,372,3,9,1,9974,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1dc3ad04a,539,23,81,10,0,11928,0,0,0,0
m_z,LULESH_OMP.cc,2161,cd9f1dc4c51fe,539,50,1,27,1,30492,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2353,cd9f1dcbfcb6d,539,25,67,26,0,28664,1,24,31,27
m_qq,LULESH_OMP.cc,2733,cd9f1dcffb469,539,51,4,5,1,5246,1,30,3,5
m_x,LULESH_OMP.cc,961,cd9f1ddd09df4,540,37,64,3,1,3646,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1ddf6182c,540,38,0,22,0,24814,0,0,0,0
m_nodelist,LULESH_OMP.cc,1454,cd9f1decf3f01,540,41,66,19,1,159388,1,19,14,19
m_z,LULESH_OMP.cc,2037,cd9f1e0107d5a,540,24,66,3,1,3419,0,0,0,0
m_yd,LULESH_OMP.cc,2057,cd9f1e01ffad3,540,22,67,10,0,12217,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1e0230844,540,230,67,22,0,25326,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1e03253cf,540,27,65,14,0,16721,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1e0408a36,540,23,81,12,0,13532,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1e065e316,540,47,0,10,0,12729,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1e084164f,540,21,65,26,0,30412,0,0,0,0
m_vnew,LULESH_OMP.cc,2109,cd9f1e09fd1d3,540,23,81,14,0,15243,1,11,28,14
m_elemBC,LULESH_OMP.cc,2281,cd9f1e107ed85,540,21,67,4,0,4981,1,21,27,4
m_x,LULESH_OMP.cc,961,cd9f1e23019eb,541,22,1,15,1,16766,0,0,0,0
m_y,LULESH_OMP.cc,1041,cd9f1e2b537e5,541,23,17,9,1,9876,0,0,0,0
m_nodelist,LULESH_OMP.cc,1023,cd9f1e2e1ae9a,541,38,81,14,0,121920,1,8,28,14
m_zd,LULESH_OMP.cc,1483,cd9f1e31337d5,541,54,68,28,0,31942,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1e4551085,541,973,64,25,1,28390,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1e4679e4c,541,36,64,12,0,13278,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1e46ac77f,541,44,64,0,0,1318,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1e4c802f2,541,41,4,22,0,25998,0,0,0,0
m_dxx,LULESH_OMP.cc,2099,cd9f1e4e94613,541,44,1,0,0,0,1,0,0,0
m_delv_xi,LULESH_OMP.cc,2379,cd9f1e53031b3,541,36,67,2,0,2239,1,31,5,2
m_delv_zeta,LULESH_OMP.cc,2344,cd9f1e5369692,541,245,0,28,0,28974,1,14,9,28
m_elemMass,LULESH_OMP.cc,2387,cd9f1e5566ebf,541,21,66,5,1,6044,1,28,28,5
m_x,LULESH_OMP.cc,961,cd9f1e6884068,542,35,0,3,1,4918,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1e68f68ee,542,44,0,1,1,1734,0,0,0,0
m_xd,LULESH_OMP.cc,1459,cd9f1e736fbaa,542,55,66,5,1,5445,0,0,0,0
m_nodeElemCornerList,LULESH_OMP.cc,1570,cd9f1e7cfd173,542,45,4,6,0,50172,1,31,3,6
m_x,LULESH_OMP.cc,2035,cd9f1e8d30508,542,242,65,1,1,1454,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1e8d87d87,542,23,81,16,0,17867,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1e8da2722,542,371,65,31,1,34206,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1e8de7b38,542,23,81,2,0,2669,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1e8e7433e,542,53,68,11,1,13582,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1e8fdc5d7,542,217,64,18,0,21486,0,0,0,0
m_dyy,LULESH_OMP.cc,2099,cd9f1e93e7626,542,23,3,23,1,23758,1,14,6,23
m_delv_eta,LULESH_OMP.cc,2324,cd9f1e9a9f3ca,542,58,68,18,0,19294,1,30,26,18
m_delv_zeta,LULESH_OMP.cc,2347,cd9f1e9b2fa11,542,47,3,26,0,26502,1,6,28,25
m_x,LULESH_OMP.cc,961,cd9f1eabe7f15,543,23,17,27,1,29582,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1eadbdfa6,543,22,3,23,1,25582,0,0,0,0
m_x,LULESH_OMP.cc,961,cd9f1eaf15d22,543,50,4,22,0,24766,0,0,0,0
m_nodelist,LULESH_OMP.cc,1450,cd9f1ebdcf968,543,52,67,4,0,37600,1,28,18,4
m_zd,LULESH_OMP.cc,1479,cd9f1ebf183d2,543,191,0,20,0,22582,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1ed4e21e1,543,30,19,14,0,15778,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1ed5dcebf,543,23,17,0,0,557,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd9f1ed5f740b,543,22,66,27,1,30043,0,0,0,0
m_delx_eta,LULESH_OMP.cc,2380,cd9f1edf571c7,543,24,3,7,1,7543,1,23,11,7
m_vdov,LULESH_OMP.cc,2374,cd9f1ee009cb4,543,30,83,30,0,31293,1,29,17,30
m_v,LULESH_OMP.cc,2824,cd9f1ee40dfd5,543,21,67,0,0,862,1,30,26,0
m_x,LULESH_OMP.cc,961,cd9f1ef392bfc,544,40,64,16,0,19062,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1f17c4d11,544,37,0,23,1,25294,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1f18bd744,544,374,1,1,1,2526,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd9f1f1a7489d,544,235,64,22,0,25655,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd9f1f1ba3b6a,544,38,64,14,0,17086,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd9f1f1cd898c,544,49,4,9,1,11693,0,0,0,0
m_v,LULESH_OMP.cc,2044,cd9f1f1e51fc3,544,28,3,11,1,12187,1,27,28,11
m_yd,LULESH_OMP.cc,2057,cd9f1f1e558f6,544,24,67,7,1,8598,0,0,0,0
m_elemMass,LULESH_OMP.cc,2387,cd9f1f23b3118,544,25,67,14,0,14412,1,12,2,14
m_p,LULESH_OMP.cc,2693,cd9f1f2a475dc,544,351,0,17,1,17934,1,14,16,17
m_q,LULESH_OMP.cc,2699,cd9f1f2a8c64d,544,161,81,18,0,18942,1,30,15,18
m_arealg,LULESH_OMP.cc,2921,cd9f1f349b717,545,57,4,0,0,574,1,30,17,0
m_x,LULESH_OMP.cc,961,cd9f1f3725b10,545,48,68,17,1,18694,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd9f1f5c73d87,545,220,67,18,0,20830,0,0,0,0
m_v,LULESH_OMP.cc,2044,cd9f1f5f6cdcc,545,35,3,30,0,31189,1,21,14,30
m_xd,LULESH_OMP.cc,2056,cd9f1f5fc55fe,545,49,65,26,0,28830,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd9f1f6008a0a,545,28,1,3,1,3791,0,0,0,0
