variable,source,line,time,iter,latency,dataSource,cpu,node,index,map3D,xidx,yidx,zidx
m_delx_eta,LULESH_OMP.cc,2380,cd5c8dc2a1b08,127,21,65,24,0,25286,1,6,22,24
m_delv_zeta,LULESH_OMP.cc,2381,cd5c8dc2f763c,127,22,1,29,1,30609,1,17,28,29
m_elemBC,LULESH_OMP.cc,2281,cd5c8dc35cc71,127,295,81,21,1,22524,1,28,31,21
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8dc374dda,127,21,67,30,0,32618,1,10,27,31
m_nodeElemCornerList,LULESH_OMP.cc,1000,cd5c8dd9b6724,128,162,17,31,1,258034,1,30,15,31
m_x,LULESH_OMP.cc,2035,cd5c8df976d38,128,21,67,17,1,19654,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8dfa17fc0,128,244,0,4,0,5604,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c8dfb8c3cf,128,42,4,31,1,34103,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c8dfc70598,128,21,67,20,0,22172,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8dfe8036d,128,21,67,4,0,4954,0,0,0,0
m_yd,LULESH_OMP.cc,2057,cd5c8dfeb2853,128,21,65,27,1,31161,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8dffb46bb,128,21,3,7,1,8416,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8e00893d5,128,21,3,24,0,26936,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8e01a8858,128,21,66,7,1,9733,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c8e020cba2,128,29,67,29,1,32631,0,0,0,0
m_xd,LULESH_OMP.cc,2167,cd5c8e06f6e07,128,22,65,15,1,17288,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8e07ed81e,128,21,67,27,1,28716,1,12,1,28
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8e0900984,128,23,1,26,0,27896,1,24,7,27
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8e0939fba,128,21,1,19,1,20905,1,9,13,20
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8e0963fe6,128,21,3,21,1,22958,1,14,13,22
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8e09b0e13,128,21,1,1,1,2556,1,28,15,2
m_delv_zeta,LULESH_OMP.cc,2347,cd5c8e0bc1d1b,128,21,67,17,1,17389,1,13,31,16
m_x,LULESH_OMP.cc,961,cd5c8e1f7f5e2,129,42,4,24,0,26918,0,0,0,0
m_z,LULESH_OMP.cc,1054,cd5c8e26dcf1b,129,21,2,10,0,12147,0,0,0,0
m_zd,LULESH_OMP.cc,1477,cd5c8e2e5e800,129,30,81,20,0,22227,0,0,0,0
m_nodelist,LULESH_OMP.cc,1454,cd5c8e2f8aaa0,129,42,64,3,1,29228,1,5,18,3
m_x,LULESH_OMP.cc,2035,cd5c8e41ee9ca,129,21,67,12,0,14251,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8e4342ff3,129,23,1,2,0,3515,0,0,0,0
m_matElemlist,??,0,cd5c8e437fc4f,129,85,80,10,0,6476,1,12,10,6
m_y,LULESH_OMP.cc,2036,cd5c8e441c49b,129,24,65,0,0,1392,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8e4a02fa3,129,45,0,16,0,18470,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,cd5c8e4bd2354,129,22,67,20,0,20505,1,25,0,20
m_vnew,LULESH_OMP.cc,2193,cd5c8e4c2a540,129,23,1,26,0,26764,1,12,4,26
m_y,LULESH_OMP.cc,2149,cd5c8e4ef3656,129,21,3,10,0,11878,0,0,0,0
m_vnew,LULESH_OMP.cc,2387,cd5c8e4f87bff,129,28,1,15,1,15373,1,13,0,15
m_elemBC,LULESH_OMP.cc,2281,cd5c8e50b1999,129,21,67,23,1,23820,1,12,8,23
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8e5306d80,129,23,3,0,0,1763,1,3,23,1
m_delv_zeta,LULESH_OMP.cc,2347,cd5c8e531aefd,129,21,3,22,0,22419,1,19,28,21
m_delv_zeta,LULESH_OMP.cc,2347,cd5c8e538f69d,129,22,66,23,1,23452,1,28,28,22
m_x,LULESH_OMP.cc,961,cd5c8e6330746,130,36,0,18,0,20830,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c8e64646f3,130,44,4,16,0,18846,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c8e6532233,130,21,67,12,0,14542,0,0,0,0
m_z,LULESH_OMP.cc,963,cd5c8e66d5ce1,130,61,1,28,0,32334,0,0,0,0
m_x,LULESH_OMP.cc,1032,cd5c8e70cc6bb,130,21,3,30,0,33599,0,0,0,0
m_x,LULESH_OMP.cc,1038,cd5c8e7103220,130,39,0,21,1,24974,0,0,0,0
m_nodelist,LULESH_OMP.cc,1454,cd5c8e76c2141,130,34,64,5,1,45500,1,23,17,5
m_fy,LULESH_OMP.cc,1576,cd5c8e7bd6339,130,24,66,10,0,11600,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd5c8e8980d13,130,21,3,13,1,14259,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8e89d57cd,130,291,1,26,0,28486,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8e8bb3c20,130,228,64,3,1,3694,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c8e8c09299,130,21,3,8,0,10188,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8e8c66a0a,130,22,2,13,1,15705,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c8e8cb4b81,130,21,67,6,0,8064,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8e8e2dec8,130,21,3,6,0,7167,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c8e8e77dcf,130,28,1,27,1,30101,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c8e8e83fcf,130,21,67,15,1,18112,0,0,0,0
m_v,LULESH_OMP.cc,2044,cd5c8e91bb426,130,30,67,30,0,31665,1,17,29,30
m_y,LULESH_OMP.cc,2150,cd5c8e9414f23,130,21,67,20,0,22019,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8e9737626,130,26,3,24,0,25603,1,3,0,25
m_vnew,LULESH_OMP.cc,2387,cd5c8e982bb9b,130,31,1,22,0,22746,1,26,6,22
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8e99e1b54,130,21,3,21,1,23143,1,7,19,22
m_v,LULESH_OMP.cc,2824,cd5c8e9e01bb7,131,58,19,18,0,19454,1,30,31,18
m_x,LULESH_OMP.cc,961,cd5c8eabea708,131,52,68,1,1,1294,0,0,0,0
m_nodeElemCornerList,LULESH_OMP.cc,1000,cd5c8eb1be389,131,75,84,12,0,98300,1,31,31,11
m_x,LULESH_OMP.cc,2035,cd5c8ed050c06,131,241,3,0,0,1090,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c8ed0d745b,131,22,1,13,1,15310,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c8ed0f97a4,131,21,65,30,0,33830,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8ed2b2100,131,21,3,0,0,210,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c8ed3c8b79,131,21,67,22,0,25445,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8ed3feff8,131,21,1,13,1,14589,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c8ed61499b,131,21,65,27,1,31175,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8ed6a0509,131,21,3,11,1,12712,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c8ed854019,131,21,1,24,0,28093,0,0,0,0
m_y,LULESH_OMP.cc,2036,cd5c8ed858ec4,131,21,65,13,1,15098,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8ed87eaad,131,21,3,13,1,15112,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8ed8a4b86,131,42,0,15,1,17374,0,0,0,0
m_z,LULESH_OMP.cc,2158,cd5c8edb0b29b,131,24,66,5,1,5486,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,cd5c8edb51418,131,22,1,21,1,21614,1,14,3,21
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8edfe96c3,131,21,67,22,0,23792,1,16,7,23
m_vdov,LULESH_OMP.cc,2374,cd5c8edff4078,131,21,67,17,1,17715,1,19,9,17
m_delv_zeta,LULESH_OMP.cc,2347,cd5c8ee0c6ebf,131,21,3,23,1,23003,1,27,14,22
m_elemMass,LULESH_OMP.cc,2387,cd5c8ee16ed06,131,22,67,29,1,30411,1,11,22,29
m_lxim,LULESH_OMP.cc,2288,cd5c8ee2d057d,131,274,19,11,1,12284,1,28,31,11
m_x,LULESH_OMP.cc,961,cd5c8ef6ee045,132,21,67,5,1,7401,0,0,0,0
m_z,LULESH_OMP.cc,963,cd5c8ef75e9c5,132,32,64,3,1,4270,0,0,0,0
m_nodelist,LULESH_OMP.cc,1450,cd5c8f02199dc,132,21,3,19,1,156312,1,19,2,19
m_x,LULESH_OMP.cc,2035,cd5c8f17bbee3,132,42,64,30,0,33775,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c8f17e50f7,132,21,67,1,1,2212,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c8f180ddd7,132,21,1,6,0,7709,0,0,0,0
m_y,LULESH_OMP.cc,2036,cd5c8f1850d39,132,21,67,21,1,24088,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c8f1923b06,132,21,67,17,1,18732,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8f1b93609,132,21,3,13,1,14633,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8f1dc6d36,132,21,3,11,1,12678,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,cd5c8f2573aed,132,25,1,27,1,28517,1,5,27,27
m_delv_eta,LULESH_OMP.cc,2324,cd5c8f263e1a5,132,286,3,2,0,2094,1,14,1,2
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8f2664230,132,29,67,18,0,19500,1,12,1,19
m_lzetap,LULESH_OMP.cc,2353,cd5c8f27682f7,132,34,0,24,0,24860,1,28,8,24
m_delv_zeta,LULESH_OMP.cc,2344,cd5c8f292b4ed,132,21,67,23,1,24314,1,26,23,23
m_z,LULESH_OMP.cc,963,cd5c8f3c95a2c,133,22,1,26,0,29982,0,0,0,0
m_x,LULESH_OMP.cc,1032,cd5c8f4776ecc,133,23,17,31,1,34570,0,0,0,0
m_ss,LULESH_OMP.cc,1446,cd5c8f4c66987,133,194,3,8,0,8614,1,6,13,8
m_xd,LULESH_OMP.cc,2056,cd5c8f5fa77e4,133,292,0,4,0,4390,0,0,0,0
m_yd,LULESH_OMP.cc,2057,cd5c8f60660f0,133,24,2,3,1,4444,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd5c8f60d00f6,133,21,65,12,0,13192,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c8f6631b9e,133,21,65,13,1,14883,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c8f6709fd4,133,21,65,11,1,12800,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8f68dd816,133,21,1,14,0,17337,0,0,0,0
m_xd,LULESH_OMP.cc,2168,cd5c8f6ad3999,133,67,4,18,0,19636,0,0,0,0
m_x,LULESH_OMP.cc,2141,cd5c8f6bbe8c9,133,21,66,0,0,252,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8f720fed0,133,21,3,21,1,23447,1,23,28,22
m_delv_zeta,LULESH_OMP.cc,2347,cd5c8f721babb,133,21,3,16,0,16173,1,13,25,15
m_elemMass,LULESH_OMP.cc,2387,cd5c8f7266b8f,133,52,2,20,0,21406,1,30,28,20
m_x,LULESH_OMP.cc,961,cd5c8f82a8b0d,134,42,3,21,1,24150,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c8f82e423f,134,40,0,19,1,20926,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c8f851aaf4,134,46,0,29,1,32174,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c8f8577613,134,21,67,17,1,19191,0,0,0,0
m_volo,LULESH_OMP.cc,1621,cd5c8f8c8a5d1,134,123,17,20,0,20480,1,0,0,20
m_zd,LULESH_OMP.cc,1764,cd5c8fa71f23a,134,26,1,19,1,21423,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8fa778d09,134,47,0,21,1,22905,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c8fabb45d8,134,21,67,19,1,22280,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c8fad2f40f,134,21,65,20,0,23482,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c8faec200e,134,21,1,20,0,23655,0,0,0,0
m_y,LULESH_OMP.cc,2154,cd5c8fb3a9574,134,21,3,18,0,20994,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8fb665a90,134,21,3,10,0,11272,1,8,0,11
m_delv_xi,LULESH_OMP.cc,2379,cd5c8fb6f559d,134,30,3,13,1,13477,1,5,5,13
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8fb787ba3,134,21,3,20,0,21788,1,28,8,21
m_elemBC,LULESH_OMP.cc,2281,cd5c8fb80b25a,134,21,3,12,0,12709,1,5,13,12
m_delv_eta,LULESH_OMP.cc,2324,cd5c8fb9f7d29,134,32,64,4,0,4990,1,30,27,4
m_x,LULESH_OMP.cc,961,cd5c8fcd4015f,134,45,64,31,1,34438,0,0,0,0
m_y,LULESH_OMP.cc,962,cd5c8fcdcd69a,134,45,67,21,1,24742,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c8fcf06869,135,21,67,20,0,23830,0,0,0,0
m_yd,LULESH_OMP.cc,1474,cd5c8fd999eed,135,44,64,22,0,25110,0,0,0,0
m_xd,LULESH_OMP.cc,1460,cd5c8fdded3de,135,39,3,29,1,32190,0,0,0,0
m_volo,LULESH_OMP.cc,2042,cd5c8ff014ec4,135,21,65,22,0,22570,1,10,1,22
m_xd,LULESH_OMP.cc,2056,cd5c8ff075bdc,135,21,3,20,0,22937,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c8ff14c4f9,135,21,67,26,0,28451,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c8ff15237b,135,21,67,4,0,5629,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c8ff5ee85d,135,21,3,13,1,15942,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c8ff69d519,135,21,67,26,0,28985,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c8ff8944a1,135,21,3,30,0,33567,0,0,0,0
m_volo,LULESH_OMP.cc,2193,cd5c8ffbf17be,135,21,3,30,0,31109,1,5,12,30
m_vnew,LULESH_OMP.cc,2193,cd5c8ffca948f,135,25,1,14,0,14883,1,3,17,14
m_vnew,LULESH_OMP.cc,2193,cd5c8ffd0c432,135,29,3,2,0,2770,1,18,22,2
m_elemBC,LULESH_OMP.cc,2281,cd5c8ffe83850,135,21,1,28,0,28697,1,25,0,28
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8ffe91473,135,21,3,23,1,24605,1,29,0,24
m_delv_zeta,LULESH_OMP.cc,2347,cd5c8ffed1663,135,21,67,20,0,19563,1,11,3,19
m_vdov,LULESH_OMP.cc,2374,cd5c8fffa200e,135,21,67,1,1,1353,1,9,10,1
m_delv_zeta,LULESH_OMP.cc,2353,cd5c8ffff5094,135,22,3,22,0,23917,1,13,11,23
m_delv_zeta,LULESH_OMP.cc,2353,cd5c900026e35,135,21,67,12,0,13736,1,8,13,13
m_matElemlist,LULESH_OMP.cc,2280,cd5c9000dd7b1,135,21,3,0,0,460,1,12,14,0
m_delv_zeta,LULESH_OMP.cc,2353,cd5c9001eb0f8,135,22,67,8,0,10021,1,5,25,9
m_delv_xi,LULESH_OMP.cc,2379,cd5c9002353dc,135,21,3,23,1,24419,1,3,27,23
m_delv_eta,LULESH_OMP.cc,2324,cd5c900274977,135,25,1,2,0,3052,1,12,31,2
m_z,LULESH_OMP.cc,963,cd5c901211b7f,136,60,4,23,1,25094,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c9013660a0,136,48,65,0,0,206,0,0,0,0
m_yd,LULESH_OMP.cc,2057,cd5c9038e9e8d,136,21,67,8,0,9838,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c903952ee5,136,21,1,12,0,13138,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c9039cf085,136,21,3,10,0,12106,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c903b231c8,136,21,3,1,1,2442,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c903ba2fcd,136,41,4,2,0,3631,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c903dd80f7,136,21,67,16,0,18014,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c90409b4c6,136,21,3,9,1,10653,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c9041cc0c1,136,21,3,26,0,29318,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c9041fa115,136,22,65,29,1,33661,0,0,0,0
m_elemBC,LULESH_OMP.cc,2281,cd5c90485e598,136,21,3,8,0,8358,1,6,5,8
m_delx_eta,LULESH_OMP.cc,2380,cd5c90495d553,136,29,67,5,1,5499,1,27,11,5
m_vnew,LULESH_OMP.cc,2387,cd5c904a4078b,136,44,65,2,0,2678,1,22,19,2
m_delv_zeta,LULESH_OMP.cc,2347,cd5c904a7898c,136,21,67,11,1,10855,1,7,19,10
m_delv_zeta,LULESH_OMP.cc,2353,cd5c904ac8342,136,21,67,4,0,5909,1,21,24,5
m_delv_zeta,LULESH_OMP.cc,2347,cd5c904b1ec41,136,21,3,8,0,7955,1,19,24,7
m_x,LULESH_OMP.cc,961,cd5c905dcf5f2,136,52,64,11,1,12390,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c905e8b433,136,152,20,15,1,16894,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c905ef50e1,137,47,1,2,0,2742,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c905f4aa14,137,23,3,30,0,33285,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c905fc0bcb,137,21,1,19,1,21414,0,0,0,0
m_fx,LULESH_OMP.cc,1702,cd5c90784f50b,137,29,3,17,1,19151,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c9082868c3,137,59,4,30,0,32678,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c90831ae9f,137,21,67,3,1,4418,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c90876b2fe,137,21,65,18,0,20203,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c9087c8283,137,247,67,6,0,7134,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c908846089,137,34,0,2,0,3951,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c9088bec88,137,230,64,28,0,32282,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c908a60665,137,21,3,1,1,1916,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c908c76789,137,21,3,25,1,28277,0,0,0,0
m_vdov,LULESH_OMP.cc,2374,cd5c909276c8c,137,21,3,29,1,29915,1,27,6,29
m_delv_zeta,LULESH_OMP.cc,2353,cd5c909393f36,137,21,3,11,1,12774,1,6,15,12
m_elemBC,LULESH_OMP.cc,2281,cd5c9093d4754,137,21,3,24,0,25091,1,3,16,24
m_elemMass,LULESH_OMP.cc,2387,cd5c90944f88e,137,21,67,31,1,32444,1,28,21,31
m_delv_zeta,LULESH_OMP.cc,2353,cd5c90946ac41,137,22,67,6,0,7890,1,18,22,7
m_delv_zeta,LULESH_OMP.cc,2353,cd5c9095f93d0,137,21,67,4,0,6099,1,19,30,5
m_p,LULESH_OMP.cc,2693,cd5c909946761,137,22,65,11,1,11998,1,30,22,11
m_x,LULESH_OMP.cc,961,cd5c90a6886f8,137,42,64,28,0,31918,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c90a695bb8,138,48,4,20,0,22078,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c90a876b3d,138,119,16,7,1,8190,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c90a99fd28,138,113,1,1,1,2896,0,0,0,0
m_nodelist,LULESH_OMP.cc,1454,cd5c90b703fc4,138,43,0,9,1,75580,1,7,7,9
m_zd,LULESH_OMP.cc,1481,cd5c90b856772,138,22,1,18,0,21116,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c90cd8163e,138,21,67,27,1,30592,0,0,0,0
m_volo,LULESH_OMP.cc,2042,cd5c90cda168f,138,21,3,27,1,27756,1,12,3,27
m_x,LULESH_OMP.cc,2035,cd5c90cdd001d,138,222,64,30,0,33926,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c90cf8240c,138,34,64,10,0,11230,0,0,0,0
m_v,LULESH_OMP.cc,2044,cd5c90cf92604,138,22,1,23,1,23867,1,27,9,23
m_z,LULESH_OMP.cc,2037,cd5c90d1449a8,138,22,67,13,1,14659,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c90d49501f,138,21,3,24,0,26999,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c90d4e9042,138,21,2,22,0,24921,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c90d5c682e,138,21,65,4,0,6426,0,0,0,0
m_yd,LULESH_OMP.cc,2175,cd5c90d7d0c98,138,21,3,18,0,19666,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2347,cd5c90db5978a,138,21,3,24,0,23556,1,4,0,23
m_delv_zeta,LULESH_OMP.cc,2347,cd5c90db5d656,138,21,67,20,0,19459,1,3,0,19
m_delv_zeta,LULESH_OMP.cc,2347,cd5c90dc0cc17,138,21,67,22,0,21647,1,15,4,21
m_delv_zeta,LULESH_OMP.cc,2353,cd5c90dc40236,138,21,67,22,0,23726,1,14,5,23
m_delv_zeta,LULESH_OMP.cc,2347,cd5c90dcd5aa1,138,21,3,26,0,25951,1,31,10,25
m_delv_zeta,LULESH_OMP.cc,2353,cd5c90ddca493,138,21,3,22,0,24048,1,16,15,23
m_delx_zeta,LULESH_OMP.cc,2381,cd5c90de93d1c,138,23,65,27,1,28407,1,23,23,27
m_delv_zeta,LULESH_OMP.cc,2347,cd5c90deff398,138,21,3,25,1,25480,1,8,28,24
m_delv_zeta,LULESH_OMP.cc,2347,cd5c90dfcb862,138,21,3,17,1,17334,1,22,29,16
m_p,LULESH_OMP.cc,2693,cd5c90e30d649,138,231,3,4,0,4646,1,6,17,4
m_x,LULESH_OMP.cc,961,cd5c90efac8c9,139,44,0,24,0,27422,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c90f1d5f27,139,49,4,19,1,22278,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c90f35953f,139,21,1,9,1,10489,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c90f495722,139,21,67,24,0,28155,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c9115f5ae1,139,21,67,14,0,16372,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c91160f58a,139,268,3,26,0,28398,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c91170cdde,139,21,67,8,0,8868,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c91180d8aa,139,21,65,31,1,35110,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c911a1a343,139,21,65,0,0,1514,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c911c8f1b1,139,21,3,15,1,18141,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c911d71afc,139,21,65,1,1,1939,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c911d730f4,139,21,67,7,1,9537,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c911d84599,139,239,64,15,1,17198,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c911ebb83e,139,23,65,3,1,5338,0,0,0,0
m_volo,LULESH_OMP.cc,2042,cd5c911f87f9a,139,22,3,14,0,15330,1,2,31,14
m_y,LULESH_OMP.cc,2148,cd5c91235622f,139,21,3,17,1,19352,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2353,cd5c912513a70,139,21,3,3,1,4268,1,12,5,4
m_delv_zeta,LULESH_OMP.cc,2347,cd5c9126574f7,139,21,3,17,1,16806,1,6,13,16
m_delv_zeta,LULESH_OMP.cc,2353,cd5c91274d5c6,139,22,65,27,1,29276,1,28,18,28
m_delx_zeta,LULESH_OMP.cc,2381,cd5c912754313,139,21,67,13,1,13951,1,31,19,13
m_elemBC,LULESH_OMP.cc,2281,cd5c91285c756,139,415,0,15,1,16284,1,28,28,15
m_z,LULESH_OMP.cc,963,cd5c913bcec71,140,48,3,19,1,21334,0,0,0,0
m_v,LULESH_OMP.cc,1621,cd5c91459ab21,140,35,1,5,1,5636,1,4,16,5
m_x,LULESH_OMP.cc,2035,cd5c915fd2bfd,140,362,1,1,1,1182,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c9160b919f,140,21,3,3,1,4512,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c916193098,140,22,3,1,1,2415,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c9162e86fb,140,21,67,31,1,35201,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c9163bd17d,140,21,67,12,0,14628,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c9163cffa9,140,21,65,10,0,12438,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c9163e074f,140,21,67,27,1,29842,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c916442752,140,25,67,8,0,10327,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c91646d644,140,21,3,21,1,24496,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c9166fb4f0,140,240,67,24,0,28014,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c9167bb422,140,21,3,25,1,29172,0,0,0,0
m_y,LULESH_OMP.cc,2152,cd5c916bea59a,140,21,3,10,0,12342,0,0,0,0
m_delx_zeta,LULESH_OMP.cc,2381,cd5c9170147ea,140,21,65,19,1,19838,1,30,11,19
m_delx_eta,LULESH_OMP.cc,2380,cd5c91707c9bd,140,35,3,2,0,2546,1,18,15,2
m_delv_zeta,LULESH_OMP.cc,2347,cd5c9171faed6,140,21,67,25,1,25410,1,2,26,24
m_vdov,LULESH_OMP.cc,2374,cd5c917234104,140,32,0,29,1,30614,1,22,28,29
m_delx_zeta,LULESH_OMP.cc,2381,cd5c9172a4782,140,21,3,9,1,10143,1,31,28,9
m_x,LULESH_OMP.cc,961,cd5c91857e8fc,140,42,0,10,0,12558,0,0,0,0
m_zd,LULESH_OMP.cc,1483,cd5c919371bcd,141,21,65,19,1,22035,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c91a984c71,141,38,0,25,1,27417,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c91ab57412,141,21,3,31,1,35178,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c91acacf6d,141,21,67,6,0,8120,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c91acea92a,141,21,65,29,1,33175,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c91ad8ff0e,141,33,0,30,0,33233,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c91adc670e,141,21,67,2,0,2826,0,0,0,0
