variable,source,line,time,iter,latency,dataSource,cpu,node,index,map3D,xidx,yidx,zidx
m_xd,LULESH_OMP.cc,2056,cd5c6b4e593e2,3,233,67,6,0,7702,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6b4e64292,3,21,67,4,0,5533,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6b4e9cf1e,3,284,0,30,0,32798,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6b521bddd,3,241,3,23,1,26638,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6b5304158,3,32,0,27,1,30022,0,0,0,0
m_yd,LULESH_OMP.cc,2057,cd5c6b554d9d6,4,21,3,26,0,30205,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6b557a6ef,4,21,1,30,0,34591,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6b55e91de,4,21,1,22,0,24834,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6b5650e5e,4,32,65,14,0,17262,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6b573c4b4,4,21,3,30,0,34775,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2353,cd5c6b5e1d864,4,21,3,30,0,32052,1,20,9,31
m_delv_eta,LULESH_OMP.cc,2380,cd5c6b5e8fd28,4,30,66,18,0,18844,1,28,12,18
m_delv_zeta,LULESH_OMP.cc,2347,cd5c6b5f072e0,4,21,3,8,0,7668,1,20,15,7
m_elemBC,LULESH_OMP.cc,2281,cd5c6b6084a70,4,21,67,4,0,4982,1,22,27,4
m_delv_zeta,LULESH_OMP.cc,2353,cd5c6b612939c,4,22,3,21,1,23511,1,23,30,22
m_x,LULESH_OMP.cc,961,cd5c6b741da84,4,34,64,29,1,32158,0,0,0,0
m_z,LULESH_OMP.cc,963,cd5c6b76b9811,4,65,4,9,1,10774,0,0,0,0
m_nodeElemCornerList,LULESH_OMP.cc,1000,cd5c6b785c4c9,4,604,16,25,1,210940,1,31,23,25
m_x,LULESH_OMP.cc,2035,cd5c6b97b7255,4,47,0,21,1,22905,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6b98e061d,4,237,0,20,0,23030,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6b98e4ee6,5,21,3,10,0,12098,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6b9a9dd15,5,21,67,1,1,1391,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6b9f6a434,5,21,67,6,0,8508,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6ba058468,5,21,65,25,1,28163,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2347,cd5c6ba711f0d,5,21,3,24,0,23647,1,31,2,23
m_delv_zeta,LULESH_OMP.cc,2347,cd5c6ba76eb67,5,21,67,16,0,15548,1,28,5,15
m_delv_zeta,LULESH_OMP.cc,2353,cd5c6ba7f50e8,5,21,3,22,0,23836,1,28,8,23
m_delv_zeta,LULESH_OMP.cc,2347,cd5c6ba96018e,5,21,3,9,1,8869,1,5,21,8
m_delv_zeta,LULESH_OMP.cc,2347,cd5c6ba9d284c,5,21,65,24,0,24330,1,10,24,23
m_delv_zeta,LULESH_OMP.cc,2353,cd5c6baa3dbcf,5,21,67,25,1,27448,1,24,25,26
m_delx_zeta,LULESH_OMP.cc,2381,cd5c6baa5409a,5,21,3,3,1,3933,1,29,26,3
m_delv_zeta,LULESH_OMP.cc,2344,cd5c6baaa1942,5,21,67,0,0,743,1,7,23,0
m_delx_eta,LULESH_OMP.cc,2380,cd5c6baaa62ff,5,21,67,0,0,744,1,8,23,0
m_delv_zeta,LULESH_OMP.cc,2353,cd5c6bab0b845,5,22,3,12,0,14304,1,0,31,13
m_v,LULESH_OMP.cc,2824,cd5c6bad83e44,5,39,4,10,0,10782,1,30,16,10
m_z,LULESH_OMP.cc,963,cd5c6bbb2b816,5,39,64,30,0,33870,0,0,0,0
m_z,LULESH_OMP.cc,963,cd5c6bc0a3b93,5,27,3,23,1,26086,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c6bc1045eb,5,47,68,1,1,2102,0,0,0,0
m_xd,LULESH_OMP.cc,1459,cd5c6bce69249,6,22,3,21,1,23354,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6be407dd9,6,21,3,6,0,7870,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6be43175f,6,22,65,22,0,25326,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c6be4724fe,6,21,67,23,1,26439,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6be5f7cb4,6,21,3,22,0,25515,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6be8022a9,6,21,1,14,0,16990,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6be8f13be,6,21,67,8,0,10567,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6be932bb0,6,21,67,19,1,21508,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6be95acc1,6,38,1,30,0,33531,0,0,0,0
m_zd,LULESH_OMP.cc,2188,cd5c6becf89b5,6,21,67,1,1,2204,0,0,0,0
m_yd,LULESH_OMP.cc,2181,cd5c6bed88f0b,6,21,66,16,0,18795,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,cd5c6bee2639a,6,50,4,17,1,17790,1,30,11,17
m_vnew,LULESH_OMP.cc,2193,cd5c6bee948f4,6,30,65,22,0,23026,1,18,15,22
m_delv_zeta,LULESH_OMP.cc,2347,cd5c6bf2a8809,6,21,3,10,0,9628,1,28,12,9
m_delv_zeta,LULESH_OMP.cc,2353,cd5c6bf2d547e,6,21,3,20,0,22024,1,8,16,21
m_elemBC,LULESH_OMP.cc,2281,cd5c6bf36b46d,6,21,67,31,1,32492,1,12,23,31
m_delx_zeta,LULESH_OMP.cc,2381,cd5c6bf389c12,6,21,3,2,0,2760,1,8,22,2
m_delv_zeta,LULESH_OMP.cc,2347,cd5c6bf419a2a,6,21,65,6,0,5940,1,20,25,5
m_delv_zeta,LULESH_OMP.cc,2353,cd5c6bf5125c4,6,22,67,10,0,12190,1,30,28,11
m_y,LULESH_OMP.cc,962,cd5c6c09fcfef,6,48,1,19,1,21654,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6c2b676e6,7,22,66,4,0,5463,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6c2b7f9b2,7,282,0,6,0,6590,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6c2d2220c,7,46,65,12,0,13301,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6c2d485b9,7,21,1,24,0,26372,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c6c30b21c7,7,21,3,6,0,7107,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6c322be3a,7,21,3,14,0,17017,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6c3258422,7,21,3,2,0,4061,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6c339befd,7,21,1,2,0,4202,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6c345e345,7,21,3,6,0,8591,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6c34741d7,7,21,67,4,0,6459,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6c34c445a,7,21,65,13,1,15142,0,0,0,0
m_yd,LULESH_OMP.cc,2175,cd5c6c371bb37,7,21,3,29,1,31731,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2347,cd5c6c3ae0723,7,21,3,20,0,19595,1,11,4,19
m_vdov,LULESH_OMP.cc,2374,cd5c6c3cac150,7,21,67,7,1,7714,1,2,17,7
m_delv_zeta,LULESH_OMP.cc,2353,cd5c6c3cd4d56,7,21,67,5,1,6755,1,3,19,6
m_delv_zeta,LULESH_OMP.cc,2344,cd5c6c3dc067d,7,21,67,8,0,8940,1,12,23,8
m_p,LULESH_OMP.cc,2693,cd5c6c42073ff,7,71,67,20,0,20806,1,6,10,20
m_y,LULESH_OMP.cc,962,cd5c6c4f9173d,8,21,3,9,1,11070,0,0,0,0
m_y,LULESH_OMP.cc,962,cd5c6c4fe2d1f,8,23,2,1,1,2430,0,0,0,0
m_z,LULESH_OMP.cc,963,cd5c6c52f66fa,8,48,0,29,1,33486,0,0,0,0
m_nodelist,LULESH_OMP.cc,1454,cd5c6c612b3e4,8,46,3,0,0,1868,1,9,7,0
m_y,LULESH_OMP.cc,1763,cd5c6c74ddd58,8,305,83,6,0,7678,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6c75adf2d,8,22,3,10,0,12056,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c6c7687ffd,8,28,65,21,1,23036,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c6c770ce55,8,32,3,24,0,27424,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6c7710a10,8,21,3,13,1,14386,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6c77896fa,8,40,1,17,1,18814,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6c77d5b3a,8,220,3,16,0,18854,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6c784b2a5,8,21,67,10,0,12316,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6c7918a10,8,21,3,7,1,9146,0,0,0,0
m_yd,LULESH_OMP.cc,2057,cd5c6c792689d,8,35,0,20,0,22277,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6c79c7589,8,50,68,20,0,22350,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6c7abb166,8,21,1,2,0,3904,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6c7bab64a,8,22,67,22,0,24710,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd5c6c7c0ecb1,8,21,1,7,1,9479,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6c7d786f6,8,21,3,26,0,29191,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c6c7e8891d,8,21,3,22,0,26099,0,0,0,0
m_zd,LULESH_OMP.cc,2184,cd5c6c809e0d6,8,22,1,9,1,9901,0,0,0,0
m_elemBC,LULESH_OMP.cc,2281,cd5c6c849d288,8,21,3,12,0,12380,1,28,2,12
m_volo,LULESH_OMP.cc,2387,cd5c6c8530109,8,22,67,14,0,14575,1,15,7,14
m_delv_zeta,LULESH_OMP.cc,2347,cd5c6c859f397,8,21,3,6,0,5460,1,20,10,5
m_vdov,LULESH_OMP.cc,2374,cd5c6c85d8f22,8,21,3,5,1,5494,1,22,11,5
m_x,LULESH_OMP.cc,961,cd5c6c9d8f5a8,9,59,68,16,0,18430,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6cbeeda0b,9,372,0,7,1,7686,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6cbf41948,9,247,0,27,1,30582,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6cbf8f649,9,66,3,10,0,10958,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6cbf9c9b7,9,24,65,11,1,13192,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6cbfb02c7,9,44,0,13,1,15382,0,0,0,0
m_y,LULESH_OMP.cc,2036,cd5c6cbfed31c,9,23,65,13,1,14317,0,0,0,0
m_volo,LULESH_OMP.cc,2042,cd5c6cc0f84a5,9,22,3,29,1,29929,1,9,7,29
m_xd,LULESH_OMP.cc,2056,cd5c6cc1544c9,9,266,67,24,0,26454,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6cc284c11,9,21,65,15,1,17820,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6cc2a61ef,9,260,64,26,0,28766,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd5c6cc3c7579,9,21,3,28,0,32115,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6cc43a7de,9,22,3,24,0,27816,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6cc6fc3cf,9,21,3,3,1,4095,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6cc72d846,9,23,1,24,0,27055,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6cc763104,9,22,67,14,0,17243,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2353,cd5c6ccdd7287,9,21,3,22,0,23570,1,18,0,23
m_elemBC,LULESH_OMP.cc,2281,cd5c6ccde083c,9,49,64,27,1,27676,1,28,0,27
m_elemBC,LULESH_OMP.cc,2281,cd5c6ccdf561c,10,363,0,13,1,13372,1,28,1,13
m_delv_zeta,LULESH_OMP.cc,2353,cd5c6cd100f38,10,22,3,1,1,2801,1,17,23,2
m_delv_zeta,LULESH_OMP.cc,2353,cd5c6cd15aea4,10,21,67,21,1,23403,1,11,27,22
m_vdov,LULESH_OMP.cc,2374,cd5c6cd1d5731,10,21,2,25,1,26525,1,29,28,25
m_v,LULESH_OMP.cc,2824,cd5c6cd4d1f81,10,55,67,18,0,19006,1,30,17,18
m_x,LULESH_OMP.cc,961,cd5c6ce2bb8cd,10,45,4,25,1,27374,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c6ce54175c,10,22,67,29,1,32118,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c6ce69f9e2,10,35,64,19,1,22606,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c6d096c522,10,22,3,5,1,5561,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6d09ce2da,10,21,65,7,1,8841,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6d0a862e4,10,221,64,22,0,24223,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6d0af08b9,10,294,65,30,0,34062,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6d0b5e592,11,21,67,18,0,20996,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6d0c31a18,11,239,64,7,1,8030,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6d0d1e126,11,21,67,21,1,24451,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c6d0df9714,11,21,67,29,1,33212,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6d0ea6440,11,21,2,11,1,12634,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,cd5c6d155d166,11,23,65,9,1,9627,1,27,12,9
m_delv_zeta,LULESH_OMP.cc,2344,cd5c6d190fd84,11,21,66,28,0,29082,1,26,12,28
m_delv_zeta,LULESH_OMP.cc,2347,cd5c6d1b35cfe,11,21,67,13,1,13127,1,7,26,12
m_delv_zeta,LULESH_OMP.cc,2347,cd5c6d1b6f4d0,11,21,67,22,0,22343,1,7,26,21
m_delv_zeta,LULESH_OMP.cc,2344,cd5c6d1bb3009,11,21,67,8,0,9136,1,16,29,8
m_elemBC,LULESH_OMP.cc,2281,cd5c6d1bc1911,11,48,3,18,0,19388,1,28,29,18
m_volo,LULESH_OMP.cc,1621,cd5c6d3726d04,11,44,0,0,0,110,1,14,3,0
m_v,LULESH_OMP.cc,1621,cd5c6d39004ca,11,35,67,6,0,6678,1,22,16,6
m_xd,LULESH_OMP.cc,1464,cd5c6d3c31a63,11,22,3,1,1,2222,0,0,0,0
m_nodeElemCount,LULESH_OMP.cc,1564,cd5c6d45ffa80,11,21,3,12,0,14108,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6d5234a02,11,21,3,7,1,8713,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6d52b42df,12,21,65,15,1,17471,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6d52cfdf5,12,44,65,16,0,17526,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6d52e8abe,12,246,0,16,0,18624,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6d531e5f8,12,34,64,27,1,29527,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6d54f9e90,12,360,3,17,1,18846,0,0,0,0
m_y,LULESH_OMP.cc,2036,cd5c6d5740fb7,12,21,3,14,0,16869,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6d5769086,12,234,65,17,1,20174,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6d577e2a5,12,21,67,28,0,31064,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd5c6d57d9710,12,38,67,3,1,4951,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6d592d489,12,21,2,24,0,27992,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6d59f6648,12,21,67,10,0,12799,0,0,0,0
m_zd,LULESH_OMP.cc,2058,cd5c6d5b32715,12,30,3,30,0,34664,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6d5b9a4d0,12,21,3,23,1,27161,0,0,0,0
m_x,LULESH_OMP.cc,2139,cd5c6d5fd885f,12,21,3,2,0,2934,0,0,0,0
m_yd,LULESH_OMP.cc,2179,cd5c6d607a359,12,23,65,19,1,22627,0,0,0,0
m_elemMass,LULESH_OMP.cc,2387,cd5c6d61f9d56,12,21,65,14,0,14511,1,15,5,14
m_delx_eta,LULESH_OMP.cc,2380,cd5c6d62ec1fc,12,24,65,19,1,19824,1,16,11,19
m_elemMass,LULESH_OMP.cc,2387,cd5c6d634a890,12,23,3,3,1,3571,1,19,15,3
m_delx_eta,LULESH_OMP.cc,2380,cd5c6d6379a27,12,24,3,1,1,1515,1,11,15,1
m_delv_zeta,LULESH_OMP.cc,2353,cd5c6d64837d8,12,21,67,21,1,23290,1,26,23,22
m_delv_zeta,LULESH_OMP.cc,2353,cd5c6d64dedc8,12,26,67,15,1,17163,1,11,24,16
m_elemBC,LULESH_OMP.cc,2281,cd5c6d652e563,12,47,1,3,1,4012,1,12,29,3
m_delv_zeta,LULESH_OMP.cc,2347,cd5c6d655b6a3,12,21,67,7,1,7034,1,26,27,6
m_delv_zeta,LULESH_OMP.cc,2347,cd5c6d6564786,12,22,65,5,1,5072,1,16,30,4
m_x,LULESH_OMP.cc,961,cd5c6d7572a65,13,47,0,17,1,18534,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c6d76e2c4b,13,52,67,5,1,5766,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c6d776842b,13,32,64,8,0,10182,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c6d7a42ecf,13,34,0,29,1,33574,0,0,0,0
m_z,LULESH_OMP.cc,1054,cd5c6d8324cb4,13,21,3,31,1,35574,0,0,0,0
m_x,LULESH_OMP.cc,1032,cd5c6d835d158,13,21,3,6,0,7363,0,0,0,0
m_nodeElemCornerList,LULESH_OMP.cc,1570,cd5c6d8fe2f0d,13,61,80,14,0,119804,1,31,19,14
m_ydd,LULESH_OMP.cc,1744,cd5c6d9b492c6,13,25,1,23,1,26808,0,0,0,0
m_xd,LULESH_OMP.cc,1762,cd5c6d9bc220e,13,24,65,4,0,5262,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6d9c30872,13,21,1,11,1,13103,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6d9edacd9,13,34,0,19,1,21051,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6d9f8ba2f,13,23,67,7,1,7983,0,0,0,0
m_z,LULESH_OMP.cc,2037,cd5c6da0a2366,13,21,1,19,1,22287,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6da21a6fb,13,21,3,11,1,13740,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6da4635bd,13,21,3,8,0,10714,0,0,0,0
m_zd,LULESH_OMP.cc,2186,cd5c6daa14af1,13,21,1,11,1,12813,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2347,cd5c6dab3a7f5,13,58,3,4,0,3134,1,30,1,3
m_matElemlist,LULESH_OMP.cc,2280,cd5c6dab678f5,13,21,3,29,1,29810,1,18,3,29
m_elemBC,LULESH_OMP.cc,2281,cd5c6dae3701b,13,56,4,3,1,3836,1,28,23,3
m_delv_zeta,LULESH_OMP.cc,2353,cd5c6daf2f98d,13,21,67,27,1,29663,1,31,30,28
m_matElemlist,LULESH_OMP.cc,2680,cd5c6db224ced,13,24,65,15,1,16080,1,16,22,15
m_x,LULESH_OMP.cc,961,cd5c6dbed59ec,14,110,17,14,0,15358,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c6dc191c3d,14,46,1,31,1,34318,0,0,0,0
m_x,LULESH_OMP.cc,961,cd5c6dc1bdf8e,14,40,64,24,0,26734,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6de5edb88,14,413,67,9,1,9950,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6de765092,14,21,3,15,1,17699,0,0,0,0
m_yd,LULESH_OMP.cc,2057,cd5c6de79c0db,14,21,1,9,1,11166,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6de7b43fd,14,23,1,11,1,12291,0,0,0,0
m_yd,LULESH_OMP.cc,2057,cd5c6de7d9faa,14,239,64,2,0,2554,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6deaf2706,14,35,1,24,0,26846,0,0,0,0
m_x,LULESH_OMP.cc,2035,cd5c6dec925f7,14,21,67,2,0,3079,0,0,0,0
m_xd,LULESH_OMP.cc,2056,cd5c6dedd5afa,14,21,67,22,0,26019,0,0,0,0
m_x,LULESH_OMP.cc,2145,cd5c6df001aaa,14,49,3,21,1,23992,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,cd5c6df1c6e0c,14,32,3,27,1,28154,1,26,15,27
m_yd,LULESH_OMP.cc,2179,cd5c6df3757ce,14,21,67,5,1,7536,0,0,0,0
